cbsd_id,secondary_user_type,target_band,location,data_type,start_time,duration
2980,scientific,n3,"37.227279,-80.421665",data,1981,6
2981,government,n3,"37.231585,-80.416258",video,1984,9
2982,ordinary,n5,"37.227279,-80.421665",data,1985,9
2983,educational,n2,"37.227279,-80.421665",voice,1985,5
2984,educational,n4,"37.231585,-80.416258",emergency,1985,6
2985,emergency,n2,"37.231585,-80.416258",data,1988,8
2986,educational,n2,"37.227279,-80.421665",voice,1987,8
2987,government,n1,"37.227279,-80.421665",voice,1990,5
2988,educational,n2,"37.211525,-80.445081",emergency,1992,6
2989,educational,n5,"37.211525,-80.445081",emergency,1994,10
2990,educational,n3,"37.211525,-80.445081",video,1994,9
2991,ordinary,n4,"37.231585,-80.416258",video,1997,10
2992,scientific,n4,"37.231585,-80.416258",video,1995,8
2993,emergency,n1,"37.231585,-80.416258",voice,1998,9
2994,scientific,n1,"37.211525,-80.445081",emergency,1994,7
2995,ordinary,n1,"37.211525,-80.445081",voice,1996,7
2996,educational,n1,"37.227279,-80.421665",emergency,2001,6
2997,emergency,n3,"37.211525,-80.445081",video,2002,9
2998,government,n3,"37.227279,-80.421665",emergency,2002,8
2999,ordinary,n1,"37.211525,-80.445081",voice,2004,7
3000,educational,n2,"37.211525,-80.445081",video,2000,10
3001,ordinary,n1,"37.211525,-80.445081",voice,2003,5
3002,scientific,n4,"37.227279,-80.421665",emergency,2005,7
3003,educational,n3,"37.231585,-80.416258",data,2006,6
3004,emergency,n3,"37.231585,-80.416258",voice,2004,8
3005,scientific,n3,"37.227279,-80.421665",video,2011,7
3006,educational,n2,"37.211525,-80.445081",voice,2006,6
3007,ordinary,n5,"37.211525,-80.445081",emergency,2008,8
3008,emergency,n5,"37.211525,-80.445081",emergency,2013,8
3009,ordinary,n2,"37.231585,-80.416258",voice,2016,9
3010,scientific,n3,"37.231585,-80.416258",voice,2014,9
3011,educational,n1,"37.211525,-80.445081",emergency,2018,8
3012,ordinary,n3,"37.227279,-80.421665",voice,2017,7
3013,educational,n3,"37.227279,-80.421665",data,2013,6
3014,government,n3,"37.227279,-80.421665",emergency,2021,9
3015,emergency,n3,"37.211525,-80.445081",emergency,2017,10
3016,scientific,n4,"37.231585,-80.416258",data,2018,7
3017,government,n2,"37.231585,-80.416258",emergency,2022,7
3018,educational,n3,"37.227279,-80.421665",emergency,2021,8
3019,ordinary,n5,"37.231585,-80.416258",video,2020,7
3020,educational,n4,"37.211525,-80.445081",emergency,2025,10
3021,scientific,n4,"37.211525,-80.445081",data,2022,5
3022,government,n3,"37.231585,-80.416258",data,2026,8
3023,scientific,n1,"37.231585,-80.416258",voice,2027,10
3024,emergency,n2,"37.227279,-80.421665",data,2028,5
3025,educational,n3,"37.227279,-80.421665",voice,2026,9
3026,government,n1,"37.231585,-80.416258",data,2027,7
3027,educational,n5,"37.231585,-80.416258",emergency,2031,8
3028,emergency,n5,"37.211525,-80.445081",video,2034,7
3029,government,n2,"37.231585,-80.416258",emergency,2029,9
3030,educational,n4,"37.231585,-80.416258",video,2031,9
3031,emergency,n4,"37.227279,-80.421665",data,2038,8
3032,ordinary,n4,"37.211525,-80.445081",voice,2038,8
3033,educational,n2,"37.211525,-80.445081",voice,2034,5
3034,educational,n2,"37.211525,-80.445081",voice,2035,9
3035,educational,n1,"37.231585,-80.416258",emergency,2036,10
3036,ordinary,n2,"37.227279,-80.421665",video,2041,8
3037,emergency,n5,"37.211525,-80.445081",data,2045,10
3038,government,n2,"37.211525,-80.445081",voice,2041,8
3039,ordinary,n3,"37.211525,-80.445081",emergency,2045,8
3040,emergency,n1,"37.231585,-80.416258",data,2040,10
3041,ordinary,n2,"37.211525,-80.445081",emergency,2042,9
3042,emergency,n4,"37.227279,-80.421665",emergency,2046,8
3043,ordinary,n1,"37.231585,-80.416258",voice,2046,5
3044,ordinary,n5,"37.231585,-80.416258",data,2048,10
3045,scientific,n3,"37.231585,-80.416258",voice,2045,9
3046,scientific,n3,"37.231585,-80.416258",data,2049,10
3047,educational,n2,"37.227279,-80.421665",voice,2054,8
3048,government,n1,"37.211525,-80.445081",data,2050,6
3049,ordinary,n1,"37.227279,-80.421665",voice,2054,10
3050,government,n1,"37.227279,-80.421665",emergency,2056,10
3051,educational,n1,"37.231585,-80.416258",data,2051,7
3052,government,n2,"37.231585,-80.416258",emergency,2055,8
3053,emergency,n4,"37.227279,-80.421665",voice,2053,6
3054,emergency,n3,"37.211525,-80.445081",data,2060,7
3055,ordinary,n1,"37.231585,-80.416258",voice,2063,9
3056,government,n1,"37.231585,-80.416258",emergency,2057,7
3057,government,n4,"37.211525,-80.445081",video,2059,5
3058,emergency,n1,"37.211525,-80.445081",video,2058,6
3059,educational,n5,"37.211525,-80.445081",video,2064,8
3060,scientific,n1,"37.211525,-80.445081",emergency,2065,9
3061,educational,n3,"37.211525,-80.445081",video,2061,5
3062,ordinary,n5,"37.231585,-80.416258",video,2067,6
3063,educational,n1,"37.211525,-80.445081",video,2064,5
3064,emergency,n5,"37.211525,-80.445081",emergency,2070,8
3065,scientific,n4,"37.227279,-80.421665",emergency,2065,6
3066,scientific,n4,"37.227279,-80.421665",voice,2073,9
3067,government,n1,"37.231585,-80.416258",video,2067,5
3068,ordinary,n2,"37.211525,-80.445081",data,2069,6
3069,ordinary,n5,"37.211525,-80.445081",data,2072,5
3070,scientific,n1,"37.227279,-80.421665",voice,2077,8
3071,educational,n3,"37.211525,-80.445081",voice,2073,5
3072,government,n1,"37.231585,-80.416258",emergency,2072,6
3073,emergency,n3,"37.231585,-80.416258",voice,2074,6
3074,government,n1,"37.231585,-80.416258",voice,2075,6
3075,emergency,n5,"37.227279,-80.421665",video,2078,9
3076,ordinary,n5,"37.227279,-80.421665",data,2077,6
3077,government,n3,"37.211525,-80.445081",video,2078,5
3078,scientific,n4,"37.211525,-80.445081",video,2082,7
3079,emergency,n4,"37.231585,-80.416258",emergency,2087,9
3080,scientific,n4,"37.231585,-80.416258",video,2082,5
3081,scientific,n4,"37.231585,-80.416258",emergency,2081,7
3082,educational,n5,"37.231585,-80.416258",data,2085,7
3083,emergency,n3,"37.211525,-80.445081",emergency,2086,5
3084,scientific,n2,"37.231585,-80.416258",emergency,2087,7
3085,emergency,n2,"37.211525,-80.445081",data,2085,6
3086,scientific,n4,"37.231585,-80.416258",video,2091,6
3087,educational,n1,"37.211525,-80.445081",data,2087,6
3088,educational,n5,"37.231585,-80.416258",video,2090,5
3089,ordinary,n3,"37.231585,-80.416258",data,2093,6
3090,scientific,n5,"37.231585,-80.416258",emergency,2093,7
3091,emergency,n3,"37.211525,-80.445081",data,2093,10
3092,government,n1,"37.231585,-80.416258",voice,2094,5
3093,government,n3,"37.231585,-80.416258",voice,2094,8
3094,government,n2,"37.211525,-80.445081",video,2095,6
3095,emergency,n5,"37.227279,-80.421665",voice,2100,10
3096,emergency,n5,"37.227279,-80.421665",voice,2098,7
3097,emergency,n1,"37.231585,-80.416258",data,2103,8
3098,emergency,n3,"37.211525,-80.445081",video,2103,7
3099,government,n2,"37.231585,-80.416258",voice,2104,10
3100,educational,n3,"37.227279,-80.421665",emergency,2102,9
3101,educational,n4,"37.227279,-80.421665",voice,2103,5
3102,emergency,n3,"37.227279,-80.421665",data,2102,5
3103,scientific,n3,"37.231585,-80.416258",emergency,2106,7
3104,educational,n2,"37.227279,-80.421665",video,2106,10
3105,ordinary,n3,"37.227279,-80.421665",data,2113,9
3106,emergency,n1,"37.227279,-80.421665",video,2110,9
3107,emergency,n3,"37.227279,-80.421665",emergency,2107,9
3108,educational,n2,"37.227279,-80.421665",video,2110,8
3109,emergency,n1,"37.231585,-80.416258",data,2118,10
3110,government,n3,"37.231585,-80.416258",voice,2110,7
3111,emergency,n3,"37.231585,-80.416258",data,2119,9
3112,scientific,n4,"37.231585,-80.416258",data,2112,5
3113,scientific,n5,"37.231585,-80.416258",data,2118,7
3114,scientific,n5,"37.227279,-80.421665",voice,2121,10
3115,ordinary,n5,"37.227279,-80.421665",video,2118,9
3116,scientific,n4,"37.227279,-80.421665",data,2124,9
3117,emergency,n2,"37.231585,-80.416258",emergency,2121,8
3118,emergency,n3,"37.211525,-80.445081",voice,2127,10
3119,government,n3,"37.231585,-80.416258",video,2124,8
3120,government,n2,"37.211525,-80.445081",emergency,2125,8
3121,educational,n5,"37.231585,-80.416258",emergency,2121,9
3122,ordinary,n5,"37.211525,-80.445081",emergency,2122,5
3123,educational,n2,"37.211525,-80.445081",emergency,2130,8
3124,emergency,n1,"37.227279,-80.421665",emergency,2125,5
3125,scientific,n1,"37.231585,-80.416258",video,2130,7
3126,educational,n3,"37.211525,-80.445081",video,2127,6
3127,government,n2,"37.227279,-80.421665",emergency,2129,9
3128,emergency,n1,"37.231585,-80.416258",data,2129,7
3129,emergency,n4,"37.227279,-80.421665",voice,2129,5
3130,government,n4,"37.231585,-80.416258",video,2136,7
3131,scientific,n3,"37.211525,-80.445081",video,2136,9
3132,scientific,n1,"37.231585,-80.416258",voice,2132,6
3133,educational,n5,"37.211525,-80.445081",video,2136,5
3134,educational,n5,"37.211525,-80.445081",emergency,2134,8
3135,educational,n1,"37.227279,-80.421665",video,2138,5
3136,educational,n2,"37.211525,-80.445081",data,2137,6
3137,ordinary,n5,"37.231585,-80.416258",video,2139,9
3138,educational,n5,"37.227279,-80.421665",emergency,2138,9
3139,ordinary,n5,"37.227279,-80.421665",emergency,2143,7
3140,educational,n3,"37.227279,-80.421665",emergency,2140,5
3141,government,n1,"37.231585,-80.416258",video,2144,7
3142,scientific,n4,"37.211525,-80.445081",emergency,2150,9
3143,scientific,n4,"37.211525,-80.445081",emergency,2145,6
3144,educational,n4,"37.227279,-80.421665",data,2145,7
3145,educational,n2,"37.227279,-80.421665",emergency,2147,5
3146,scientific,n3,"37.231585,-80.416258",emergency,2149,6
3147,government,n1,"37.227279,-80.421665",data,2150,8
3148,scientific,n2,"37.227279,-80.421665",emergency,2152,9
3149,ordinary,n1,"37.211525,-80.445081",data,2153,8
3150,emergency,n5,"37.211525,-80.445081",data,2155,10
3151,emergency,n1,"37.227279,-80.421665",voice,2153,8
3152,educational,n4,"37.231585,-80.416258",voice,2160,9
3153,scientific,n3,"37.211525,-80.445081",emergency,2157,7
3154,educational,n1,"37.227279,-80.421665",data,2158,7
3155,scientific,n5,"37.211525,-80.445081",voice,2162,9
3156,ordinary,n1,"37.231585,-80.416258",data,2159,6
3157,ordinary,n3,"37.227279,-80.421665",data,2159,5
3158,ordinary,n4,"37.231585,-80.416258",emergency,2163,10
3159,educational,n5,"37.231585,-80.416258",data,2166,9
3160,educational,n4,"37.211525,-80.445081",video,2164,5
3161,emergency,n5,"37.211525,-80.445081",data,2167,7
3162,emergency,n1,"37.211525,-80.445081",data,2164,8
3163,educational,n2,"37.231585,-80.416258",video,2169,8
3164,emergency,n4,"37.211525,-80.445081",data,2168,10
3165,scientific,n3,"37.231585,-80.416258",emergency,2166,7
3166,educational,n4,"37.227279,-80.421665",voice,2174,10
3167,emergency,n1,"37.231585,-80.416258",video,2167,8
3168,government,n3,"37.211525,-80.445081",data,2171,5
3169,scientific,n3,"37.211525,-80.445081",voice,2173,5
3170,scientific,n5,"37.211525,-80.445081",emergency,2178,9
3171,educational,n3,"37.211525,-80.445081",emergency,2175,5
3172,educational,n4,"37.227279,-80.421665",data,2174,5
3173,ordinary,n3,"37.231585,-80.416258",emergency,2177,7
3174,educational,n1,"37.211525,-80.445081",video,2174,5
3175,government,n4,"37.231585,-80.416258",emergency,2176,10
3176,scientific,n5,"37.227279,-80.421665",video,2178,10
3177,scientific,n3,"37.227279,-80.421665",video,2180,7
3178,scientific,n2,"37.231585,-80.416258",video,2186,10
3179,emergency,n1,"37.211525,-80.445081",emergency,2181,5
3180,scientific,n2,"37.227279,-80.421665",emergency,2186,7
3181,emergency,n3,"37.211525,-80.445081",emergency,2189,10
3182,scientific,n4,"37.231585,-80.416258",video,2184,8
3183,scientific,n4,"37.211525,-80.445081",voice,2192,10
3184,ordinary,n5,"37.227279,-80.421665",voice,2188,6
3185,emergency,n1,"37.211525,-80.445081",emergency,2186,9
3186,ordinary,n3,"37.231585,-80.416258",emergency,2187,9
3187,educational,n3,"37.211525,-80.445081",data,2191,5
3188,government,n4,"37.231585,-80.416258",video,2192,5
3189,scientific,n2,"37.227279,-80.421665",video,2195,9
3190,emergency,n5,"37.231585,-80.416258",data,2194,7
3191,scientific,n3,"37.211525,-80.445081",emergency,2191,5
3192,emergency,n1,"37.231585,-80.416258",emergency,2195,6
3193,educational,n4,"37.211525,-80.445081",emergency,2196,7
3194,emergency,n4,"37.227279,-80.421665",emergency,2195,5
3195,emergency,n5,"37.231585,-80.416258",video,2197,10
3196,government,n4,"37.211525,-80.445081",voice,2199,5
3197,educational,n5,"37.231585,-80.416258",voice,2204,8
3198,educational,n5,"37.227279,-80.421665",data,2203,6
3199,emergency,n2,"37.231585,-80.416258",voice,2200,8
3200,ordinary,n3,"37.211525,-80.445081",emergency,2200,10
3201,government,n2,"37.211525,-80.445081",emergency,2207,8
3202,government,n2,"37.211525,-80.445081",video,2209,8
3203,ordinary,n5,"37.231585,-80.416258",video,2205,7
3204,ordinary,n4,"37.231585,-80.416258",voice,2204,10
3205,emergency,n5,"37.211525,-80.445081",emergency,2208,5
3206,government,n5,"37.211525,-80.445081",data,2211,6
3207,scientific,n5,"37.211525,-80.445081",video,2208,7
3208,scientific,n2,"37.231585,-80.416258",voice,2211,5
3209,educational,n1,"37.227279,-80.421665",emergency,2212,10
3210,government,n1,"37.211525,-80.445081",emergency,2219,10
3211,emergency,n4,"37.227279,-80.421665",emergency,2211,5
3212,government,n4,"37.231585,-80.416258",video,2213,10
3213,government,n4,"37.231585,-80.416258",video,2222,10
3214,educational,n4,"37.231585,-80.416258",emergency,2214,6
3215,scientific,n5,"37.231585,-80.416258",emergency,2216,8
3216,government,n2,"37.227279,-80.421665",video,2216,6
3217,emergency,n5,"37.227279,-80.421665",video,2220,8
3218,educational,n1,"37.231585,-80.416258",data,2221,5
3219,government,n2,"37.231585,-80.416258",voice,2219,7
3220,educational,n1,"37.227279,-80.421665",data,2224,8
3221,emergency,n5,"37.227279,-80.421665",emergency,2221,7
3222,ordinary,n4,"37.211525,-80.445081",video,2224,7
3223,educational,n4,"37.231585,-80.416258",video,2225,6
3224,scientific,n3,"37.211525,-80.445081",voice,2224,6
3225,ordinary,n2,"37.227279,-80.421665",emergency,2234,10
3226,educational,n4,"37.231585,-80.416258",voice,2228,7
3227,scientific,n1,"37.211525,-80.445081",data,2230,5
3228,emergency,n3,"37.231585,-80.416258",data,2231,5
3229,government,n1,"37.231585,-80.416258",video,2232,8
3230,emergency,n1,"37.211525,-80.445081",emergency,2234,6
3231,educational,n5,"37.211525,-80.445081",emergency,2232,5
3232,scientific,n1,"37.231585,-80.416258",data,2237,7
3233,scientific,n3,"37.227279,-80.421665",video,2237,6
3234,educational,n1,"37.227279,-80.421665",voice,2242,9
3235,government,n4,"37.211525,-80.445081",video,2237,5
3236,educational,n2,"37.227279,-80.421665",data,2239,7
3237,educational,n4,"37.211525,-80.445081",data,2242,9
3238,emergency,n2,"37.231585,-80.416258",voice,2245,8
3239,government,n4,"37.211525,-80.445081",voice,2244,10
3240,ordinary,n5,"37.211525,-80.445081",data,2247,10
3241,educational,n1,"37.227279,-80.421665",data,2246,9
3242,educational,n4,"37.211525,-80.445081",emergency,2245,8
3243,educational,n1,"37.231585,-80.416258",voice,2243,5
3244,scientific,n1,"37.211525,-80.445081",emergency,2247,5
3245,educational,n5,"37.227279,-80.421665",voice,2251,7
3246,ordinary,n1,"37.231585,-80.416258",emergency,2246,9
3247,government,n2,"37.211525,-80.445081",voice,2249,7
3248,ordinary,n1,"37.231585,-80.416258",video,2249,7
3249,emergency,n4,"37.231585,-80.416258",data,2253,8
3250,scientific,n2,"37.227279,-80.421665",data,2256,9
3251,emergency,n4,"37.227279,-80.421665",emergency,2256,6
3252,emergency,n1,"37.211525,-80.445081",voice,2260,10
3253,educational,n5,"37.211525,-80.445081",voice,2258,10
3254,emergency,n5,"37.211525,-80.445081",voice,2263,10
3255,scientific,n5,"37.211525,-80.445081",emergency,2255,8
3256,ordinary,n3,"37.227279,-80.421665",voice,2258,7
3257,emergency,n2,"37.227279,-80.421665",video,2258,10
3258,ordinary,n4,"37.231585,-80.416258",voice,2258,5
3259,educational,n2,"37.231585,-80.416258",video,2261,7
3260,scientific,n4,"37.211525,-80.445081",voice,2261,7
3261,government,n1,"37.211525,-80.445081",emergency,2266,9
3262,scientific,n2,"37.211525,-80.445081",emergency,2262,10
3263,educational,n2,"37.231585,-80.416258",voice,2268,8
3264,scientific,n2,"37.211525,-80.445081",data,2267,10
3265,educational,n1,"37.211525,-80.445081",data,2271,8
3266,emergency,n3,"37.227279,-80.421665",emergency,2268,10
3267,government,n2,"37.227279,-80.421665",data,2270,10
3268,scientific,n1,"37.227279,-80.421665",data,2272,6
3269,ordinary,n1,"37.231585,-80.416258",data,2275,7
3270,scientific,n4,"37.227279,-80.421665",data,2277,8
3271,emergency,n1,"37.211525,-80.445081",voice,2275,6
3272,ordinary,n2,"37.227279,-80.421665",emergency,2272,5
3273,scientific,n2,"37.211525,-80.445081",voice,2276,6
3274,educational,n3,"37.231585,-80.416258",video,2275,7
3275,emergency,n4,"37.211525,-80.445081",voice,2275,7
3276,scientific,n1,"37.231585,-80.416258",video,2278,6
3277,government,n4,"37.227279,-80.421665",voice,2279,6
3278,scientific,n3,"37.211525,-80.445081",data,2286,10
3279,scientific,n1,"37.211525,-80.445081",video,2280,10
3280,emergency,n2,"37.231585,-80.416258",video,2281,7
3281,ordinary,n2,"37.227279,-80.421665",voice,2282,7
3282,scientific,n3,"37.231585,-80.416258",data,2282,8
3283,ordinary,n4,"37.211525,-80.445081",video,2287,8
3284,ordinary,n5,"37.227279,-80.421665",data,2292,9
3285,scientific,n1,"37.227279,-80.421665",emergency,2291,7
3286,ordinary,n5,"37.211525,-80.445081",data,2290,5
3287,ordinary,n3,"37.227279,-80.421665",emergency,2294,9
3288,emergency,n1,"37.227279,-80.421665",emergency,2293,8
3289,educational,n5,"37.211525,-80.445081",data,2290,5
3290,educational,n1,"37.231585,-80.416258",data,2292,7
3291,educational,n5,"37.227279,-80.421665",video,2292,5
3292,government,n5,"37.231585,-80.416258",data,2300,9
3293,scientific,n1,"37.211525,-80.445081",video,2298,9
3294,scientific,n1,"37.227279,-80.421665",video,2298,9
3295,educational,n2,"37.231585,-80.416258",voice,2300,8
3296,scientific,n3,"37.227279,-80.421665",data,2296,8
3297,government,n4,"37.211525,-80.445081",video,2300,8
3298,emergency,n4,"37.211525,-80.445081",data,2302,5
3299,ordinary,n3,"37.231585,-80.416258",data,2302,5
3300,emergency,n3,"37.227279,-80.421665",video,2300,10
3301,government,n1,"37.211525,-80.445081",data,2302,5
3302,emergency,n4,"37.231585,-80.416258",emergency,2304,10
3303,ordinary,n5,"37.211525,-80.445081",voice,2311,9
3304,educational,n3,"37.211525,-80.445081",emergency,2311,10
3305,educational,n2,"37.231585,-80.416258",emergency,2309,8
3306,emergency,n5,"37.211525,-80.445081",emergency,2306,9
3307,ordinary,n2,"37.231585,-80.416258",voice,2308,7
3308,ordinary,n3,"37.231585,-80.416258",video,2313,9
3309,educational,n4,"37.227279,-80.421665",emergency,2311,6
3310,scientific,n2,"37.211525,-80.445081",video,2310,7
3311,emergency,n3,"37.211525,-80.445081",emergency,2311,7
3312,scientific,n4,"37.231585,-80.416258",video,2315,6
3313,educational,n5,"37.227279,-80.421665",data,2317,6
3314,government,n5,"37.231585,-80.416258",voice,2320,8
3315,emergency,n5,"37.211525,-80.445081",emergency,2318,6
3316,scientific,n5,"37.231585,-80.416258",data,2321,10
3317,emergency,n1,"37.227279,-80.421665",data,2318,7
3318,emergency,n2,"37.211525,-80.445081",data,2321,9
3319,educational,n1,"37.227279,-80.421665",data,2320,6
3320,government,n2,"37.227279,-80.421665",video,2321,6
3321,ordinary,n1,"37.211525,-80.445081",voice,2322,8
3322,emergency,n3,"37.231585,-80.416258",data,2331,10
3323,ordinary,n2,"37.231585,-80.416258",video,2328,8
3324,emergency,n5,"37.211525,-80.445081",emergency,2327,9
3325,government,n4,"37.227279,-80.421665",voice,2328,7
3326,scientific,n1,"37.211525,-80.445081",emergency,2330,5
3327,emergency,n1,"37.227279,-80.421665",video,2328,6
3328,educational,n2,"37.227279,-80.421665",voice,2331,6
3329,educational,n2,"37.227279,-80.421665",data,2331,7
3330,scientific,n5,"37.227279,-80.421665",video,2333,7
3331,educational,n1,"37.211525,-80.445081",data,2333,8
3332,scientific,n1,"37.227279,-80.421665",emergency,2335,8
3333,scientific,n4,"37.227279,-80.421665",emergency,2339,10
3334,emergency,n5,"37.231585,-80.416258",data,2334,9
3335,scientific,n1,"37.231585,-80.416258",emergency,2338,5
3336,ordinary,n3,"37.231585,-80.416258",voice,2340,9
3337,government,n4,"37.227279,-80.421665",voice,2337,9
3338,emergency,n3,"37.227279,-80.421665",emergency,2343,7
3339,educational,n2,"37.231585,-80.416258",video,2339,5
3340,educational,n4,"37.231585,-80.416258",video,2345,6
3341,ordinary,n3,"37.211525,-80.445081",emergency,2347,10
3342,government,n2,"37.211525,-80.445081",video,2347,6
3343,ordinary,n4,"37.227279,-80.421665",voice,2345,9
3344,ordinary,n5,"37.231585,-80.416258",data,2344,5
3345,educational,n1,"37.227279,-80.421665",emergency,2346,7
3346,emergency,n2,"37.211525,-80.445081",data,2352,8
3347,educational,n5,"37.227279,-80.421665",emergency,2355,10
3348,emergency,n5,"37.211525,-80.445081",emergency,2349,5
3349,emergency,n4,"37.211525,-80.445081",video,2352,8
3350,ordinary,n5,"37.211525,-80.445081",video,2350,6
3351,emergency,n5,"37.231585,-80.416258",video,2354,5
3352,ordinary,n1,"37.227279,-80.421665",voice,2356,7
3353,ordinary,n3,"37.211525,-80.445081",voice,2357,10
3354,scientific,n1,"37.227279,-80.421665",voice,2358,5
3355,ordinary,n3,"37.231585,-80.416258",voice,2357,6
3356,emergency,n4,"37.211525,-80.445081",data,2357,6
3357,government,n1,"37.227279,-80.421665",emergency,2364,9
3358,emergency,n3,"37.211525,-80.445081",voice,2359,6
3359,government,n1,"37.227279,-80.421665",voice,2364,6
3360,government,n3,"37.211525,-80.445081",emergency,2365,6
3361,educational,n2,"37.211525,-80.445081",data,2363,6
3362,ordinary,n4,"37.227279,-80.421665",data,2365,5
3363,government,n4,"37.211525,-80.445081",emergency,2369,9
3364,government,n4,"37.211525,-80.445081",voice,2365,9
3365,emergency,n4,"37.227279,-80.421665",voice,2369,6
3366,emergency,n1,"37.227279,-80.421665",emergency,2373,9
3367,scientific,n3,"37.227279,-80.421665",data,2369,6
3368,government,n5,"37.227279,-80.421665",voice,2376,9
3369,government,n5,"37.231585,-80.416258",video,2369,8
3370,scientific,n2,"37.231585,-80.416258",data,2379,10
3371,scientific,n5,"37.227279,-80.421665",voice,2373,5
3372,scientific,n2,"37.211525,-80.445081",video,2375,9
3373,scientific,n5,"37.227279,-80.421665",data,2375,10
3374,emergency,n4,"37.231585,-80.416258",data,2375,10
3375,ordinary,n5,"37.231585,-80.416258",voice,2375,7
3376,educational,n4,"37.211525,-80.445081",video,2383,10
3377,ordinary,n5,"37.211525,-80.445081",emergency,2378,8
3378,ordinary,n2,"37.211525,-80.445081",data,2386,9
3379,ordinary,n3,"37.227279,-80.421665",voice,2379,5
3380,emergency,n4,"37.231585,-80.416258",emergency,2382,10
3381,educational,n5,"37.231585,-80.416258",data,2383,9
3382,educational,n1,"37.211525,-80.445081",voice,2385,7
3383,ordinary,n2,"37.227279,-80.421665",video,2384,10
3384,ordinary,n1,"37.227279,-80.421665",video,2385,5
3385,scientific,n3,"37.211525,-80.445081",video,2389,8
3386,emergency,n3,"37.211525,-80.445081",voice,2395,10
3387,educational,n2,"37.227279,-80.421665",data,2387,6
3388,ordinary,n3,"37.231585,-80.416258",voice,2389,7
3389,educational,n1,"37.231585,-80.416258",voice,2389,8
3390,emergency,n3,"37.227279,-80.421665",video,2390,6
3391,emergency,n3,"37.211525,-80.445081",data,2396,7
3392,government,n2,"37.231585,-80.416258",voice,2394,9
3393,emergency,n5,"37.211525,-80.445081",voice,2394,5
3394,emergency,n4,"37.211525,-80.445081",voice,2399,10
3395,ordinary,n2,"37.231585,-80.416258",emergency,2395,9
3396,emergency,n3,"37.231585,-80.416258",emergency,2399,8
3397,government,n4,"37.231585,-80.416258",data,2404,10
3398,educational,n4,"37.231585,-80.416258",data,2403,6
3399,emergency,n4,"37.227279,-80.421665",data,2401,8
3400,ordinary,n4,"37.211525,-80.445081",video,2403,5
3401,government,n2,"37.227279,-80.421665",voice,2407,7
3402,emergency,n5,"37.227279,-80.421665",video,2402,6
3403,ordinary,n4,"37.227279,-80.421665",voice,2404,5
3404,educational,n3,"37.231585,-80.416258",voice,2409,7
3405,emergency,n2,"37.231585,-80.416258",voice,2413,10
3406,scientific,n1,"37.231585,-80.416258",video,2408,9
3407,scientific,n1,"37.231585,-80.416258",video,2407,9
3408,educational,n4,"37.211525,-80.445081",video,2413,8
3409,scientific,n4,"37.231585,-80.416258",video,2417,10
3410,educational,n3,"37.211525,-80.445081",emergency,2410,9
3411,ordinary,n2,"37.211525,-80.445081",emergency,2412,5
3412,emergency,n1,"37.211525,-80.445081",emergency,2415,9
3413,educational,n4,"37.211525,-80.445081",emergency,2415,7
3414,government,n3,"37.211525,-80.445081",emergency,2415,7
3415,emergency,n2,"37.211525,-80.445081",voice,2415,6
3416,ordinary,n2,"37.231585,-80.416258",voice,2416,6
3417,government,n4,"37.211525,-80.445081",video,2421,5
3418,educational,n1,"37.211525,-80.445081",voice,2422,6
3419,scientific,n2,"37.227279,-80.421665",video,2426,9
3420,ordinary,n2,"37.227279,-80.421665",data,2421,10
3421,educational,n4,"37.227279,-80.421665",emergency,2430,10
3422,government,n4,"37.211525,-80.445081",voice,2423,7
3423,ordinary,n1,"37.211525,-80.445081",video,2425,8
3424,government,n3,"37.211525,-80.445081",emergency,2425,5
3425,scientific,n4,"37.227279,-80.421665",emergency,2428,10
3426,emergency,n2,"37.231585,-80.416258",data,2429,5
3427,government,n4,"37.227279,-80.421665",voice,2429,5
3428,emergency,n3,"37.211525,-80.445081",emergency,2432,9
3429,ordinary,n1,"37.227279,-80.421665",video,2431,7
3430,educational,n5,"37.231585,-80.416258",video,2432,8
3431,educational,n2,"37.227279,-80.421665",voice,2436,7
3432,emergency,n2,"37.211525,-80.445081",voice,2432,8
3433,scientific,n4,"37.227279,-80.421665",data,2434,9
3434,government,n3,"37.227279,-80.421665",data,2435,8
3435,ordinary,n2,"37.211525,-80.445081",emergency,2439,6
3436,government,n5,"37.211525,-80.445081",data,2438,6
3437,emergency,n1,"37.227279,-80.421665",data,2444,8
3438,government,n5,"37.231585,-80.416258",data,2441,6
3439,emergency,n4,"37.227279,-80.421665",voice,2443,6
3440,scientific,n2,"37.227279,-80.421665",voice,2444,7
3441,emergency,n4,"37.231585,-80.416258",video,2444,9
3442,government,n2,"37.227279,-80.421665",voice,2443,7
3443,government,n5,"37.227279,-80.421665",data,2445,10
3444,government,n5,"37.211525,-80.445081",voice,2444,8
3445,emergency,n5,"37.231585,-80.416258",video,2450,10
3446,scientific,n4,"37.231585,-80.416258",data,2446,7
3447,scientific,n1,"37.211525,-80.445081",emergency,2451,8
3448,emergency,n3,"37.227279,-80.421665",voice,2450,6
3449,emergency,n3,"37.227279,-80.421665",data,2451,6
3450,emergency,n2,"37.211525,-80.445081",data,2458,9
3451,scientific,n2,"37.231585,-80.416258",data,2452,6
3452,emergency,n2,"37.227279,-80.421665",data,2454,7
3453,scientific,n3,"37.211525,-80.445081",voice,2455,6
