cbsd_id,secondary_user_type,target_band,location,data_type,start_time,duration,min_freq,max_freq,score
9753,ordinary,n1,"37.227279,-80.421665",voice,8759,7,2300.0,2400.0,10.0
8597,emergency,n1,"37.231585,-80.416258",voice,7602,8,2300.0,2400.0,14.0
8596,ordinary,n1,"37.231585,-80.416258",voice,7599,5,2300.0,2400.0,10.0
8591,government,n1,"37.211525,-80.445081",voice,7593,8,2300.0,2400.0,13.0
8590,scientific,n1,"37.231585,-80.416258",video,7591,9,2300.0,2400.0,9.0
9751,educational,n1,"37.211525,-80.445081",data,8752,5,2300.0,2400.0,11.0
3481,emergency,n1,"37.211525,-80.445081",voice,2484,6,2300.0,2400.0,14.0
3444,ordinary,n1,"37.211525,-80.445081",data,2450,9,2300.0,2400.0,9.0
4780,emergency,n1,"37.211525,-80.445081",emergency,3780,8,2300.0,2400.0,15.0
8583,emergency,n1,"37.231585,-80.416258",video,7587,6,2300.0,2400.0,12.0
10153,scientific,n1,"37.227279,-80.421665",emergency,9154,6,2300.0,2400.0,12.0
2718,scientific,n1,"37.231585,-80.416258",voice,1719,6,2300.0,2400.0,11.0
4779,emergency,n1,"37.211525,-80.445081",emergency,3779,9,2300.0,2400.0,15.0
9066,educational,n1,"37.211525,-80.445081",video,8070,8,2300.0,2400.0,10.0
4775,emergency,n1,"37.227279,-80.421665",video,3777,9,2300.0,2400.0,12.0
4774,scientific,n1,"37.227279,-80.421665",video,3779,6,2300.0,2400.0,9.0
9742,scientific,n1,"37.231585,-80.416258",video,8747,8,2300.0,2400.0,9.0
8572,ordinary,n1,"37.211525,-80.445081",video,7576,9,2300.0,2400.0,8.0
5721,educational,n1,"37.227279,-80.421665",video,4724,10,2300.0,2400.0,10.0
5725,scientific,n1,"37.227279,-80.421665",video,4731,7,2300.0,2400.0,9.0
2709,scientific,n1,"37.227279,-80.421665",data,1713,6,2300.0,2400.0,10.0
5728,scientific,n1,"37.231585,-80.416258",voice,4735,9,2300.0,2400.0,11.0
2706,scientific,n1,"37.227279,-80.421665",video,1710,9,2300.0,2400.0,9.0
5705,emergency,n1,"37.227279,-80.421665",video,4706,7,2300.0,2400.0,12.0
2965,government,n1,"37.211525,-80.445081",voice,1970,6,2300.0,2400.0,13.0
2817,government,n1,"37.231585,-80.416258",voice,1820,5,2300.0,2400.0,13.0
3443,emergency,n1,"37.211525,-80.445081",data,2449,8,2300.0,2400.0,13.0
9020,scientific,n1,"37.227279,-80.421665",video,8021,8,2300.0,2400.0,9.0
9786,scientific,n1,"37.231585,-80.416258",emergency,8790,10,2300.0,2400.0,12.0
2924,ordinary,n1,"37.211525,-80.445081",voice,1924,6,2300.0,2400.0,10.0
2923,emergency,n1,"37.227279,-80.421665",emergency,1929,7,2300.0,2400.0,15.0
2922,government,n1,"37.227279,-80.421665",emergency,1931,10,2300.0,2400.0,14.0
2921,educational,n1,"37.227279,-80.421665",voice,1930,10,2300.0,2400.0,12.0
9022,government,n1,"37.227279,-80.421665",data,8027,9,2300.0,2400.0,12.0
5477,emergency,n1,"37.231585,-80.416258",video,4478,7,2300.0,2400.0,12.0
8698,government,n1,"37.231585,-80.416258",emergency,7699,10,2300.0,2400.0,14.0
4859,government,n1,"37.227279,-80.421665",data,3866,8,2300.0,2400.0,12.0
10052,scientific,n1,"37.211525,-80.445081",voice,9058,8,2300.0,2400.0,11.0
8697,scientific,n1,"37.227279,-80.421665",voice,7699,6,2300.0,2400.0,11.0
2914,educational,n1,"37.211525,-80.445081",emergency,1915,7,2300.0,2400.0,13.0
4858,scientific,n1,"37.227279,-80.421665",emergency,3859,6,2300.0,2400.0,12.0
10053,educational,n1,"37.211525,-80.445081",data,9058,7,2300.0,2400.0,11.0
10054,government,n1,"37.227279,-80.421665",emergency,9058,8,2300.0,2400.0,14.0
8694,ordinary,n1,"37.211525,-80.445081",voice,7697,8,2300.0,2400.0,10.0
2909,scientific,n1,"37.227279,-80.421665",emergency,1909,9,2300.0,2400.0,12.0
5487,scientific,n1,"37.231585,-80.416258",video,4493,10,2300.0,2400.0,9.0
2907,emergency,n1,"37.211525,-80.445081",video,1907,6,2300.0,2400.0,12.0
10055,educational,n1,"37.231585,-80.416258",emergency,9055,5,2300.0,2400.0,13.0
3406,emergency,n1,"37.231585,-80.416258",voice,2409,7,2300.0,2400.0,14.0
5492,educational,n1,"37.231585,-80.416258",video,4493,7,2300.0,2400.0,10.0
3407,government,n1,"37.211525,-80.445081",emergency,2407,5,2300.0,2400.0,14.0
10057,government,n1,"37.231585,-80.416258",video,9060,9,2300.0,2400.0,11.0
9025,government,n1,"37.211525,-80.445081",data,8033,9,2300.0,2400.0,12.0
5495,emergency,n1,"37.231585,-80.416258",emergency,4501,9,2300.0,2400.0,15.0
3409,emergency,n1,"37.231585,-80.416258",video,2418,10,2300.0,2400.0,12.0
5497,government,n1,"37.231585,-80.416258",video,4504,8,2300.0,2400.0,11.0
8705,ordinary,n1,"37.227279,-80.421665",voice,7712,10,2300.0,2400.0,10.0
10060,government,n1,"37.227279,-80.421665",emergency,9064,8,2300.0,2400.0,14.0
4864,scientific,n1,"37.231585,-80.416258",data,3867,8,2300.0,2400.0,10.0
2930,educational,n1,"37.231585,-80.416258",emergency,1934,6,2300.0,2400.0,13.0
3388,scientific,n1,"37.227279,-80.421665",data,2389,6,2300.0,2400.0,10.0
5417,scientific,n1,"37.231585,-80.416258",voice,4420,5,2300.0,2400.0,11.0
5420,emergency,n1,"37.231585,-80.416258",data,4426,7,2300.0,2400.0,13.0
5421,ordinary,n1,"37.231585,-80.416258",voice,4422,7,2300.0,2400.0,10.0
4884,emergency,n1,"37.231585,-80.416258",emergency,3888,8,2300.0,2400.0,15.0
5423,educational,n1,"37.211525,-80.445081",video,4426,8,2300.0,2400.0,10.0
3390,educational,n1,"37.231585,-80.416258",video,2392,6,2300.0,2400.0,10.0
8727,scientific,n1,"37.211525,-80.445081",data,7730,6,2300.0,2400.0,10.0
2955,emergency,n1,"37.211525,-80.445081",voice,1955,5,2300.0,2400.0,14.0
4881,scientific,n1,"37.231585,-80.416258",emergency,3882,8,2300.0,2400.0,12.0
5429,emergency,n1,"37.211525,-80.445081",data,4434,10,2300.0,2400.0,13.0
5430,educational,n1,"37.227279,-80.421665",emergency,4433,6,2300.0,2400.0,13.0
5431,emergency,n1,"37.227279,-80.421665",video,4436,10,2300.0,2400.0,12.0
8724,ordinary,n1,"37.211525,-80.445081",emergency,7724,9,2300.0,2400.0,11.0
2949,educational,n1,"37.227279,-80.421665",voice,1952,7,2300.0,2400.0,12.0
5433,ordinary,n1,"37.231585,-80.416258",voice,4435,6,2300.0,2400.0,10.0
5436,ordinary,n1,"37.211525,-80.445081",data,4442,10,2300.0,2400.0,9.0
9793,scientific,n1,"37.211525,-80.445081",data,8798,8,2300.0,2400.0,10.0
10039,educational,n1,"37.211525,-80.445081",video,9044,8,2300.0,2400.0,10.0
8719,scientific,n1,"37.231585,-80.416258",data,7722,6,2300.0,2400.0,10.0
5443,government,n1,"37.227279,-80.421665",data,4450,10,2300.0,2400.0,12.0
5445,emergency,n1,"37.231585,-80.416258",video,4448,6,2300.0,2400.0,12.0
5447,educational,n1,"37.227279,-80.421665",data,4451,5,2300.0,2400.0,11.0
2939,scientific,n1,"37.227279,-80.421665",emergency,1945,9,2300.0,2400.0,12.0
8713,ordinary,n1,"37.211525,-80.445081",video,7714,6,2300.0,2400.0,8.0
10046,emergency,n1,"37.227279,-80.421665",emergency,9051,7,2300.0,2400.0,15.0
2935,emergency,n1,"37.227279,-80.421665",emergency,1940,9,2300.0,2400.0,15.0
2933,scientific,n1,"37.231585,-80.416258",video,1934,6,2300.0,2400.0,9.0
9015,ordinary,n1,"37.227279,-80.421665",data,8016,7,2300.0,2400.0,9.0
9788,ordinary,n1,"37.227279,-80.421665",data,8788,6,2300.0,2400.0,9.0
8689,ordinary,n1,"37.211525,-80.445081",data,7698,10,2300.0,2400.0,9.0
2894,ordinary,n1,"37.227279,-80.421665",video,1898,8,2300.0,2400.0,8.0
2893,educational,n1,"37.231585,-80.416258",data,1893,8,2300.0,2400.0,11.0
2852,scientific,n1,"37.227279,-80.421665",emergency,1854,8,2300.0,2400.0,12.0
2851,ordinary,n1,"37.231585,-80.416258",data,1857,8,2300.0,2400.0,9.0
5547,government,n1,"37.211525,-80.445081",video,4547,10,2300.0,2400.0,11.0
10085,educational,n1,"37.211525,-80.445081",emergency,9086,10,2300.0,2400.0,13.0
10087,government,n1,"37.231585,-80.416258",voice,9089,5,2300.0,2400.0,13.0
5551,ordinary,n1,"37.227279,-80.421665",data,4557,8,2300.0,2400.0,9.0
5552,ordinary,n1,"37.231585,-80.416258",voice,4557,9,2300.0,2400.0,10.0
10090,emergency,n1,"37.227279,-80.421665",data,9092,9,2300.0,2400.0,13.0
4829,educational,n1,"37.227279,-80.421665",video,3832,8,2300.0,2400.0,10.0
5555,government,n1,"37.211525,-80.445081",video,4562,8,2300.0,2400.0,11.0
5558,scientific,n1,"37.211525,-80.445081",video,4559,6,2300.0,2400.0,9.0
10093,scientific,n1,"37.211525,-80.445081",emergency,9093,7,2300.0,2400.0,12.0
9049,emergency,n1,"37.211525,-80.445081",video,8056,9,2300.0,2400.0,12.0
3434,emergency,n1,"37.227279,-80.421665",voice,2435,5,2300.0,2400.0,14.0
5563,educational,n1,"37.227279,-80.421665",video,4567,7,2300.0,2400.0,10.0
4824,ordinary,n1,"37.231585,-80.416258",data,3830,8,2300.0,2400.0,9.0
8654,educational,n1,"37.231585,-80.416258",emergency,7654,5,2300.0,2400.0,13.0
2832,scientific,n1,"37.211525,-80.445081",voice,1833,6,2300.0,2400.0,11.0
4822,ordinary,n1,"37.211525,-80.445081",data,3823,9,2300.0,2400.0,9.0
5572,ordinary,n1,"37.227279,-80.421665",data,4575,7,2300.0,2400.0,9.0
5573,scientific,n1,"37.231585,-80.416258",emergency,4580,9,2300.0,2400.0,12.0
8649,educational,n1,"37.227279,-80.421665",voice,7658,10,2300.0,2400.0,12.0
10100,educational,n1,"37.231585,-80.416258",emergency,9101,5,2300.0,2400.0,13.0
8648,educational,n1,"37.227279,-80.421665",voice,7650,6,2300.0,2400.0,12.0
9766,educational,n1,"37.231585,-80.416258",video,8766,9,2300.0,2400.0,10.0
4818,emergency,n1,"37.231585,-80.416258",emergency,3818,9,2300.0,2400.0,15.0
3440,emergency,n1,"37.211525,-80.445081",data,2442,7,2300.0,2400.0,13.0
3441,educational,n1,"37.227279,-80.421665",video,2448,10,2300.0,2400.0,10.0
3442,emergency,n1,"37.231585,-80.416258",voice,2444,6,2300.0,2400.0,14.0
2853,educational,n1,"37.227279,-80.421665",data,1855,6,2300.0,2400.0,11.0
4831,emergency,n1,"37.227279,-80.421665",emergency,3831,6,2300.0,2400.0,15.0
10083,emergency,n1,"37.211525,-80.445081",emergency,9087,6,2300.0,2400.0,15.0
8670,educational,n1,"37.231585,-80.416258",emergency,7672,5,2300.0,2400.0,13.0
9782,ordinary,n1,"37.231585,-80.416258",voice,8788,8,2300.0,2400.0,10.0
5502,ordinary,n1,"37.211525,-80.445081",emergency,4503,9,2300.0,2400.0,11.0
4854,emergency,n1,"37.211525,-80.445081",emergency,3854,10,2300.0,2400.0,15.0
4850,educational,n1,"37.211525,-80.445081",voice,3854,9,2300.0,2400.0,12.0
8685,scientific,n1,"37.211525,-80.445081",emergency,7686,8,2300.0,2400.0,12.0
5511,government,n1,"37.211525,-80.445081",voice,4512,5,2300.0,2400.0,13.0
5513,educational,n1,"37.231585,-80.416258",voice,4517,7,2300.0,2400.0,12.0
2883,ordinary,n1,"37.231585,-80.416258",emergency,1888,10,2300.0,2400.0,11.0
2882,ordinary,n1,"37.227279,-80.421665",data,1888,8,2300.0,2400.0,9.0
9035,scientific,n1,"37.211525,-80.445081",data,8038,5,2300.0,2400.0,10.0
5515,government,n1,"37.227279,-80.421665",data,4517,8,2300.0,2400.0,12.0
9780,ordinary,n1,"37.211525,-80.445081",emergency,8781,10,2300.0,2400.0,11.0
4841,scientific,n1,"37.211525,-80.445081",data,3841,10,2300.0,2400.0,10.0
5521,emergency,n1,"37.211525,-80.445081",data,4521,5,2300.0,2400.0,13.0
5595,government,n1,"37.227279,-80.421665",emergency,4599,5,2300.0,2400.0,14.0
4839,government,n1,"37.231585,-80.416258",emergency,3841,10,2300.0,2400.0,14.0
3420,scientific,n1,"37.227279,-80.421665",video,2427,9,2300.0,2400.0,9.0
10074,government,n1,"37.211525,-80.445081",data,9075,10,2300.0,2400.0,12.0
2871,ordinary,n1,"37.231585,-80.416258",emergency,1874,6,2300.0,2400.0,11.0
10076,government,n1,"37.227279,-80.421665",voice,9078,7,2300.0,2400.0,13.0
3422,emergency,n1,"37.227279,-80.421665",voice,2424,6,2300.0,2400.0,14.0
5531,government,n1,"37.211525,-80.445081",voice,4540,10,2300.0,2400.0,13.0
10078,educational,n1,"37.211525,-80.445081",video,9082,9,2300.0,2400.0,10.0
2865,ordinary,n1,"37.211525,-80.445081",video,1871,8,2300.0,2400.0,8.0
2864,emergency,n1,"37.211525,-80.445081",video,1864,6,2300.0,2400.0,12.0
5533,government,n1,"37.227279,-80.421665",voice,4536,6,2300.0,2400.0,13.0
3423,scientific,n1,"37.231585,-80.416258",data,2425,5,2300.0,2400.0,10.0
3424,scientific,n1,"37.211525,-80.445081",video,2427,6,2300.0,2400.0,9.0
10082,ordinary,n1,"37.227279,-80.421665",voice,9085,10,2300.0,2400.0,10.0
4837,scientific,n1,"37.211525,-80.445081",voice,3838,5,2300.0,2400.0,11.0
5525,scientific,n1,"37.227279,-80.421665",video,4525,5,2300.0,2400.0,9.0
4521,scientific,n1,"37.211525,-80.445081",data,3524,7,2300.0,2400.0,10.0
8281,ordinary,n1,"37.211525,-80.445081",voice,7284,5,2300.0,2400.0,10.0
3725,government,n1,"37.211525,-80.445081",video,2729,6,2300.0,2400.0,11.0
7112,educational,n1,"37.211525,-80.445081",emergency,6114,9,2300.0,2400.0,13.0
7909,government,n1,"37.231585,-80.416258",voice,6912,7,2300.0,2400.0,13.0
7117,educational,n1,"37.231585,-80.416258",data,6120,6,2300.0,2400.0,11.0
1491,scientific,n1,"37.211525,-80.445081",emergency,495,6,2300.0,2400.0,12.0
3909,educational,n1,"37.231585,-80.416258",data,2913,9,2300.0,2400.0,11.0
10946,emergency,n1,"37.231585,-80.416258",data,9946,6,2300.0,2400.0,13.0
4305,educational,n1,"37.231585,-80.416258",emergency,3307,7,2300.0,2400.0,13.0
10773,educational,n1,"37.227279,-80.421665",data,9777,5,2300.0,2400.0,11.0
10774,government,n1,"37.227279,-80.421665",data,9776,6,2300.0,2400.0,12.0
9300,government,n1,"37.227279,-80.421665",emergency,8304,9,2300.0,2400.0,14.0
7123,ordinary,n1,"37.231585,-80.416258",data,6125,9,2300.0,2400.0,9.0
4301,government,n1,"37.227279,-80.421665",data,3302,5,2300.0,2400.0,12.0
7127,government,n1,"37.227279,-80.421665",voice,6133,7,2300.0,2400.0,13.0
4300,scientific,n1,"37.227279,-80.421665",video,3306,9,2300.0,2400.0,9.0
4044,emergency,n1,"37.211525,-80.445081",voice,3044,5,2300.0,2400.0,14.0
7514,emergency,n1,"37.227279,-80.421665",emergency,6517,10,2300.0,2400.0,15.0
7714,scientific,n1,"37.227279,-80.421665",voice,6718,7,2300.0,2400.0,11.0
1125,government,n1,"37.211525,-80.445081",emergency,130,7,2300.0,2400.0,14.0
7133,government,n1,"37.227279,-80.421665",voice,6137,5,2300.0,2400.0,13.0
7135,educational,n1,"37.211525,-80.445081",data,6142,8,2300.0,2400.0,11.0
9390,ordinary,n1,"37.231585,-80.416258",video,8395,10,2300.0,2400.0,8.0
10778,emergency,n1,"37.227279,-80.421665",emergency,9784,9,2300.0,2400.0,15.0
1474,educational,n1,"37.211525,-80.445081",video,478,6,2300.0,2400.0,10.0
7137,educational,n1,"37.231585,-80.416258",emergency,6141,6,2300.0,2400.0,13.0
7138,emergency,n1,"37.227279,-80.421665",voice,6138,6,2300.0,2400.0,14.0
7911,educational,n1,"37.231585,-80.416258",emergency,6915,9,2300.0,2400.0,13.0
9512,scientific,n1,"37.231585,-80.416258",voice,8518,10,2300.0,2400.0,11.0
7518,emergency,n1,"37.227279,-80.421665",video,6521,9,2300.0,2400.0,12.0
9514,educational,n1,"37.231585,-80.416258",video,8516,5,2300.0,2400.0,10.0
4318,emergency,n1,"37.231585,-80.416258",video,3319,10,2300.0,2400.0,12.0
1524,ordinary,n1,"37.227279,-80.421665",video,524,10,2300.0,2400.0,8.0
7083,government,n1,"37.211525,-80.445081",video,6089,8,2300.0,2400.0,11.0
9295,educational,n1,"37.227279,-80.421665",emergency,8298,5,2300.0,2400.0,13.0
4315,scientific,n1,"37.211525,-80.445081",voice,3322,10,2300.0,2400.0,11.0
1520,government,n1,"37.211525,-80.445081",data,526,7,2300.0,2400.0,12.0
10759,ordinary,n1,"37.227279,-80.421665",video,9768,10,2300.0,2400.0,8.0
1518,educational,n1,"37.227279,-80.421665",video,522,9,2300.0,2400.0,10.0
1517,scientific,n1,"37.227279,-80.421665",emergency,517,9,2300.0,2400.0,12.0
7089,emergency,n1,"37.211525,-80.445081",video,6089,9,2300.0,2400.0,12.0
7092,emergency,n1,"37.211525,-80.445081",data,6098,10,2300.0,2400.0,13.0
10761,emergency,n1,"37.227279,-80.421665",emergency,9765,5,2300.0,2400.0,15.0
7139,government,n1,"37.211525,-80.445081",data,6141,10,2300.0,2400.0,12.0
10951,ordinary,n1,"37.211525,-80.445081",voice,9952,9,2300.0,2400.0,10.0
1510,government,n1,"37.227279,-80.421665",voice,512,10,2300.0,2400.0,13.0
3901,emergency,n1,"37.227279,-80.421665",video,2905,9,2300.0,2400.0,12.0
7918,scientific,n1,"37.211525,-80.445081",video,6922,10,2300.0,2400.0,9.0
7522,educational,n1,"37.227279,-80.421665",video,6525,7,2300.0,2400.0,10.0
1506,scientific,n1,"37.227279,-80.421665",video,508,5,2300.0,2400.0,9.0
1504,scientific,n1,"37.227279,-80.421665",emergency,509,10,2300.0,2400.0,12.0
9517,scientific,n1,"37.227279,-80.421665",video,8518,8,2300.0,2400.0,9.0
9515,ordinary,n1,"37.227279,-80.421665",emergency,8515,6,2300.0,2400.0,11.0
1501,educational,n1,"37.211525,-80.445081",data,508,10,2300.0,2400.0,11.0
7105,ordinary,n1,"37.211525,-80.445081",video,6109,7,2300.0,2400.0,8.0
10948,ordinary,n1,"37.231585,-80.416258",voice,9953,8,2300.0,2400.0,10.0
7107,ordinary,n1,"37.227279,-80.421665",video,6115,9,2300.0,2400.0,8.0
1511,emergency,n1,"37.227279,-80.421665",emergency,517,7,2300.0,2400.0,15.0
1470,emergency,n1,"37.231585,-80.416258",video,472,5,2300.0,2400.0,12.0
4294,educational,n1,"37.227279,-80.421665",voice,3300,7,2300.0,2400.0,12.0
10784,ordinary,n1,"37.231585,-80.416258",emergency,9786,6,2300.0,2400.0,11.0
7172,ordinary,n1,"37.231585,-80.416258",voice,6173,5,2300.0,2400.0,10.0
9494,scientific,n1,"37.231585,-80.416258",video,8501,10,2300.0,2400.0,9.0
1437,emergency,n1,"37.231585,-80.416258",video,438,7,2300.0,2400.0,12.0
4150,scientific,n1,"37.227279,-80.421665",emergency,3155,10,2300.0,2400.0,12.0
10801,scientific,n1,"37.227279,-80.421665",video,9808,10,2300.0,2400.0,9.0
10941,ordinary,n1,"37.211525,-80.445081",emergency,9949,9,2300.0,2400.0,11.0
7889,educational,n1,"37.211525,-80.445081",voice,6894,10,2300.0,2400.0,12.0
7177,government,n1,"37.227279,-80.421665",data,6178,5,2300.0,2400.0,12.0
7720,ordinary,n1,"37.211525,-80.445081",video,6721,9,2300.0,2400.0,8.0
7182,scientific,n1,"37.231585,-80.416258",data,6184,6,2300.0,2400.0,10.0
4151,government,n1,"37.231585,-80.416258",voice,3154,5,2300.0,2400.0,13.0
3934,scientific,n1,"37.231585,-80.416258",emergency,2939,9,2300.0,2400.0,12.0
7717,scientific,n1,"37.231585,-80.416258",data,6721,6,2300.0,2400.0,10.0
4277,educational,n1,"37.211525,-80.445081",data,3280,8,2300.0,2400.0,11.0
7884,scientific,n1,"37.211525,-80.445081",video,6889,6,2300.0,2400.0,9.0
1138,educational,n1,"37.227279,-80.421665",data,141,5,2300.0,2400.0,11.0
3937,ordinary,n1,"37.231585,-80.416258",emergency,2941,8,2300.0,2400.0,11.0
1424,emergency,n1,"37.227279,-80.421665",voice,433,10,2300.0,2400.0,14.0
9385,scientific,n1,"37.211525,-80.445081",data,8389,8,2300.0,2400.0,10.0
4157,ordinary,n1,"37.231585,-80.416258",data,3158,10,2300.0,2400.0,9.0
7195,ordinary,n1,"37.227279,-80.421665",video,6198,8,2300.0,2400.0,8.0
1422,emergency,n1,"37.211525,-80.445081",voice,430,10,2300.0,2400.0,14.0
7196,emergency,n1,"37.211525,-80.445081",emergency,6202,8,2300.0,2400.0,15.0
1420,scientific,n1,"37.227279,-80.421665",video,424,7,2300.0,2400.0,9.0
9314,scientific,n1,"37.227279,-80.421665",emergency,8317,6,2300.0,2400.0,12.0
7199,emergency,n1,"37.211525,-80.445081",emergency,6201,9,2300.0,2400.0,15.0
3936,scientific,n1,"37.227279,-80.421665",video,2942,8,2300.0,2400.0,9.0
1114,emergency,n1,"37.211525,-80.445081",data,119,7,2300.0,2400.0,13.0
9495,educational,n1,"37.227279,-80.421665",voice,8500,10,2300.0,2400.0,12.0
4285,government,n1,"37.231585,-80.416258",data,3287,6,2300.0,2400.0,12.0
1467,educational,n1,"37.211525,-80.445081",voice,472,9,2300.0,2400.0,12.0
7902,government,n1,"37.231585,-80.416258",video,6903,6,2300.0,2400.0,11.0
1128,government,n1,"37.231585,-80.416258",voice,129,9,2300.0,2400.0,13.0
1464,emergency,n1,"37.211525,-80.445081",video,465,7,2300.0,2400.0,12.0
1129,scientific,n1,"37.227279,-80.421665",data,136,9,2300.0,2400.0,10.0
1462,ordinary,n1,"37.227279,-80.421665",voice,463,6,2300.0,2400.0,10.0
4288,educational,n1,"37.231585,-80.416258",video,3293,8,2300.0,2400.0,10.0
1460,ordinary,n1,"37.227279,-80.421665",video,464,9,2300.0,2400.0,8.0
7147,government,n1,"37.211525,-80.445081",voice,6152,8,2300.0,2400.0,13.0
7896,emergency,n1,"37.211525,-80.445081",emergency,6899,5,2300.0,2400.0,15.0
9501,emergency,n1,"37.231585,-80.416258",emergency,8502,8,2300.0,2400.0,15.0
7155,emergency,n1,"37.211525,-80.445081",video,6159,5,2300.0,2400.0,12.0
9312,ordinary,n1,"37.211525,-80.445081",emergency,8318,7,2300.0,2400.0,11.0
10790,educational,n1,"37.211525,-80.445081",voice,9794,10,2300.0,2400.0,12.0
7157,scientific,n1,"37.211525,-80.445081",video,6160,7,2300.0,2400.0,9.0
3924,scientific,n1,"37.211525,-80.445081",emergency,2925,5,2300.0,2400.0,12.0
4286,educational,n1,"37.227279,-80.421665",data,3294,10,2300.0,2400.0,11.0
1450,government,n1,"37.211525,-80.445081",video,450,9,2300.0,2400.0,11.0
7160,emergency,n1,"37.211525,-80.445081",data,6161,10,2300.0,2400.0,13.0
7161,scientific,n1,"37.231585,-80.416258",video,6164,9,2300.0,2400.0,9.0
7162,government,n1,"37.231585,-80.416258",data,6165,7,2300.0,2400.0,12.0
7510,educational,n1,"37.231585,-80.416258",voice,6515,9,2300.0,2400.0,12.0
7163,government,n1,"37.211525,-80.445081",video,6166,9,2300.0,2400.0,11.0
3926,government,n1,"37.211525,-80.445081",emergency,2927,6,2300.0,2400.0,14.0
7165,scientific,n1,"37.211525,-80.445081",voice,6169,9,2300.0,2400.0,11.0
10796,ordinary,n1,"37.211525,-80.445081",video,9802,10,2300.0,2400.0,8.0
10943,government,n1,"37.231585,-80.416258",data,9948,8,2300.0,2400.0,12.0
1526,government,n1,"37.227279,-80.421665",emergency,528,9,2300.0,2400.0,14.0
1527,emergency,n1,"37.227279,-80.421665",data,531,5,2300.0,2400.0,13.0
4319,government,n1,"37.227279,-80.421665",emergency,3320,5,2300.0,2400.0,14.0
4347,ordinary,n1,"37.231585,-80.416258",data,3350,6,2300.0,2400.0,9.0
6979,government,n1,"37.231585,-80.416258",emergency,5980,5,2300.0,2400.0,14.0
1611,emergency,n1,"37.227279,-80.421665",emergency,612,7,2300.0,2400.0,15.0
4346,government,n1,"37.227279,-80.421665",data,3346,6,2300.0,2400.0,12.0
10715,ordinary,n1,"37.227279,-80.421665",data,9720,6,2300.0,2400.0,9.0
7977,emergency,n1,"37.227279,-80.421665",voice,6980,6,2300.0,2400.0,14.0
4345,ordinary,n1,"37.227279,-80.421665",video,3350,7,2300.0,2400.0,8.0
4054,ordinary,n1,"37.211525,-80.445081",emergency,3058,8,2300.0,2400.0,11.0
1606,emergency,n1,"37.211525,-80.445081",data,608,10,2300.0,2400.0,13.0
6984,scientific,n1,"37.231585,-80.416258",video,5987,10,2300.0,2400.0,9.0
9280,educational,n1,"37.211525,-80.445081",video,8283,7,2300.0,2400.0,10.0
9535,scientific,n1,"37.231585,-80.416258",data,8535,8,2300.0,2400.0,10.0
3868,educational,n1,"37.227279,-80.421665",data,2869,10,2300.0,2400.0,11.0
1101,emergency,n1,"37.231585,-80.416258",data,105,5,2300.0,2400.0,13.0
4342,scientific,n1,"37.211525,-80.445081",emergency,3342,6,2300.0,2400.0,12.0
6999,ordinary,n1,"37.211525,-80.445081",data,6003,8,2300.0,2400.0,9.0
7535,scientific,n1,"37.211525,-80.445081",emergency,6541,7,2300.0,2400.0,12.0
7002,government,n1,"37.227279,-80.421665",emergency,6008,8,2300.0,2400.0,14.0
4053,emergency,n1,"37.211525,-80.445081",emergency,3053,10,2300.0,2400.0,15.0
1595,educational,n1,"37.227279,-80.421665",emergency,595,8,2300.0,2400.0,13.0
7963,ordinary,n1,"37.211525,-80.445081",voice,6969,8,2300.0,2400.0,10.0
7705,ordinary,n1,"37.227279,-80.421665",emergency,6707,8,2300.0,2400.0,11.0
4337,emergency,n1,"37.211525,-80.445081",voice,3337,10,2300.0,2400.0,14.0
1591,government,n1,"37.211525,-80.445081",emergency,596,6,2300.0,2400.0,14.0
7014,scientific,n1,"37.231585,-80.416258",video,6020,7,2300.0,2400.0,9.0
7017,scientific,n1,"37.227279,-80.421665",emergency,6019,9,2300.0,2400.0,12.0
7968,scientific,n1,"37.231585,-80.416258",emergency,6974,10,2300.0,2400.0,12.0
7020,ordinary,n1,"37.231585,-80.416258",data,6020,10,2300.0,2400.0,9.0
6973,emergency,n1,"37.211525,-80.445081",video,5976,7,2300.0,2400.0,12.0
6971,ordinary,n1,"37.211525,-80.445081",video,5975,7,2300.0,2400.0,8.0
7701,emergency,n1,"37.227279,-80.421665",emergency,6705,8,2300.0,2400.0,15.0
7998,educational,n1,"37.211525,-80.445081",emergency,7004,8,2300.0,2400.0,13.0
7702,ordinary,n1,"37.211525,-80.445081",emergency,6702,9,2300.0,2400.0,11.0
1097,scientific,n1,"37.227279,-80.421665",voice,104,10,2300.0,2400.0,11.0
3860,educational,n1,"37.211525,-80.445081",video,2863,6,2300.0,2400.0,10.0
3861,ordinary,n1,"37.227279,-80.421665",emergency,2867,9,2300.0,2400.0,11.0
6952,ordinary,n1,"37.231585,-80.416258",voice,5956,6,2300.0,2400.0,10.0
7540,scientific,n1,"37.211525,-80.445081",voice,6541,7,2300.0,2400.0,11.0
10702,scientific,n1,"37.211525,-80.445081",data,9706,5,2300.0,2400.0,10.0
6954,scientific,n1,"37.211525,-80.445081",data,5962,9,2300.0,2400.0,10.0
1632,scientific,n1,"37.211525,-80.445081",data,632,6,2300.0,2400.0,10.0
7991,government,n1,"37.227279,-80.421665",video,6998,9,2300.0,2400.0,11.0
9536,scientific,n1,"37.227279,-80.421665",video,8539,10,2300.0,2400.0,9.0
