cbsd_id,secondary_user_type,target_band,location,data_type,start_time,duration,min_freq,max_freq,user_priority,traffic_priority,fading_priority,density_priority,overall_priority
1140,ordinary,n3,"37.211525,-80.445081",data,144,9,2500.0,2600.0,1.0,2.0,1.0,676.0,680.0
1141,ordinary,n3,"37.211525,-80.445081",emergency,143,7,2500.0,2600.0,1.0,4.0,1.0,676.0,682.0
1143,scientific,n3,"37.211525,-80.445081",voice,152,10,2500.0,2600.0,2.0,3.0,1.0,676.0,682.0
1144,ordinary,n5,"37.211525,-80.445081",voice,146,8,2700.0,2800.0,1.0,3.0,1.0,676.0,681.0
1145,educational,n2,"37.211525,-80.445081",voice,149,8,2400.0,2500.0,3.0,3.0,1.0,676.0,683.0
2836,scientific,n4,"37.211525,-80.445081",data,1843,10,2600.0,2700.0,2.0,2.0,1.0,676.0,681.0
2835,ordinary,n3,"37.211525,-80.445081",emergency,1839,7,2500.0,2600.0,1.0,4.0,1.0,676.0,682.0
1160,ordinary,n4,"37.211525,-80.445081",data,162,6,2600.0,2700.0,1.0,2.0,1.0,676.0,680.0
2851,emergency,n3,"37.211525,-80.445081",video,1856,10,2500.0,2600.0,5.0,1.0,1.0,676.0,683.0
1133,emergency,n2,"37.211525,-80.445081",video,138,6,2400.0,2500.0,5.0,1.0,1.0,676.0,683.0
1152,educational,n4,"37.211525,-80.445081",video,152,7,2600.0,2700.0,3.0,1.0,1.0,676.0,681.0
2831,educational,n3,"37.211525,-80.445081",video,1835,6,2500.0,2600.0,3.0,1.0,1.0,676.0,681.0
2830,emergency,n2,"37.211525,-80.445081",voice,1832,5,2400.0,2500.0,5.0,3.0,1.0,676.0,685.0
2829,government,n5,"37.211525,-80.445081",emergency,1832,8,2700.0,2800.0,4.0,4.0,1.0,676.0,685.0
1156,ordinary,n5,"37.211525,-80.445081",video,156,9,2700.0,2800.0,1.0,1.0,1.0,676.0,679.0
1157,scientific,n4,"37.211525,-80.445081",voice,161,5,2600.0,2700.0,2.0,3.0,1.0,676.0,682.0
2833,emergency,n4,"37.211525,-80.445081",video,1838,10,2600.0,2700.0,5.0,1.0,1.0,676.0,683.0
1177,scientific,n1,"37.211525,-80.445081",voice,181,5,2300.0,2400.0,2.0,3.0,6.0,676.0,687.0
2816,educational,n4,"37.211525,-80.445081",data,1819,8,2600.0,2700.0,3.0,2.0,1.0,676.0,682.0
2815,scientific,n1,"37.211525,-80.445081",emergency,1817,9,2300.0,2400.0,2.0,4.0,6.0,676.0,688.0
2887,ordinary,n2,"37.211525,-80.445081",video,1888,6,2400.0,2500.0,1.0,1.0,1.0,676.0,679.0
2888,emergency,n4,"37.211525,-80.445081",video,1893,8,2600.0,2700.0,5.0,1.0,1.0,676.0,683.0
2798,emergency,n5,"37.211525,-80.445081",emergency,1799,9,2700.0,2800.0,5.0,4.0,1.0,676.0,686.0
1104,ordinary,n1,"37.211525,-80.445081",data,106,8,2300.0,2400.0,1.0,2.0,6.0,676.0,685.0
1204,ordinary,n4,"37.211525,-80.445081",emergency,210,8,2600.0,2700.0,1.0,4.0,1.0,676.0,682.0
1102,educational,n4,"37.211525,-80.445081",emergency,109,10,2600.0,2700.0,3.0,4.0,1.0,676.0,684.0
1101,government,n5,"37.211525,-80.445081",emergency,103,9,2700.0,2800.0,4.0,4.0,1.0,676.0,685.0
1108,ordinary,n5,"37.211525,-80.445081",video,109,10,2700.0,2800.0,1.0,1.0,1.0,676.0,679.0
1205,emergency,n4,"37.211525,-80.445081",video,208,7,2600.0,2700.0,5.0,1.0,1.0,676.0,683.0
2793,government,n3,"37.211525,-80.445081",video,1796,9,2500.0,2600.0,4.0,1.0,1.0,676.0,682.0
1099,educational,n1,"37.211525,-80.445081",emergency,107,9,2300.0,2400.0,3.0,4.0,6.0,676.0,689.0
1098,ordinary,n2,"37.211525,-80.445081",video,99,5,2400.0,2500.0,1.0,1.0,1.0,676.0,679.0
2895,government,n3,"37.211525,-80.445081",voice,1897,7,2500.0,2600.0,4.0,3.0,1.0,676.0,684.0
1095,emergency,n4,"37.211525,-80.445081",emergency,100,9,2600.0,2700.0,5.0,4.0,1.0,676.0,686.0
1210,government,n2,"37.211525,-80.445081",data,212,7,2400.0,2500.0,4.0,2.0,1.0,676.0,683.0
1212,educational,n5,"37.211525,-80.445081",emergency,218,9,2700.0,2800.0,3.0,4.0,1.0,676.0,684.0
2794,government,n2,"37.211525,-80.445081",emergency,1802,9,2400.0,2500.0,4.0,4.0,1.0,676.0,685.0
2802,scientific,n3,"37.211525,-80.445081",data,1802,8,2500.0,2600.0,2.0,2.0,1.0,676.0,681.0
2886,scientific,n3,"37.211525,-80.445081",voice,1886,6,2500.0,2600.0,2.0,3.0,1.0,676.0,682.0
2805,scientific,n3,"37.211525,-80.445081",data,1811,8,2500.0,2600.0,2.0,2.0,1.0,676.0,681.0
2870,scientific,n1,"37.211525,-80.445081",emergency,1874,6,2300.0,2400.0,2.0,4.0,6.0,676.0,688.0
1181,ordinary,n2,"37.211525,-80.445081",emergency,183,5,2400.0,2500.0,1.0,4.0,1.0,676.0,682.0
2872,educational,n1,"37.211525,-80.445081",emergency,1875,7,2300.0,2400.0,3.0,4.0,6.0,676.0,689.0
2814,educational,n5,"37.211525,-80.445081",emergency,1815,6,2700.0,2800.0,3.0,4.0,1.0,676.0,684.0
1183,government,n5,"37.211525,-80.445081",voice,184,7,2700.0,2800.0,4.0,3.0,1.0,676.0,684.0
1184,scientific,n4,"37.211525,-80.445081",video,189,6,2600.0,2700.0,2.0,1.0,1.0,676.0,680.0
1185,government,n3,"37.211525,-80.445081",video,194,10,2500.0,2600.0,4.0,1.0,1.0,676.0,682.0
2873,educational,n4,"37.211525,-80.445081",video,1878,8,2600.0,2700.0,3.0,1.0,1.0,676.0,681.0
1187,emergency,n1,"37.211525,-80.445081",emergency,189,9,2300.0,2400.0,5.0,4.0,6.0,676.0,691.0
2811,emergency,n1,"37.211525,-80.445081",emergency,1811,8,2300.0,2400.0,5.0,4.0,6.0,676.0,691.0
1189,government,n2,"37.211525,-80.445081",video,194,6,2400.0,2500.0,4.0,1.0,1.0,676.0,682.0
1190,emergency,n1,"37.211525,-80.445081",emergency,193,6,2300.0,2400.0,5.0,4.0,6.0,676.0,691.0
2878,government,n3,"37.211525,-80.445081",voice,1878,6,2500.0,2600.0,4.0,3.0,1.0,676.0,684.0
2881,emergency,n2,"37.211525,-80.445081",video,1882,10,2400.0,2500.0,5.0,1.0,1.0,676.0,683.0
2882,government,n3,"37.211525,-80.445081",video,1885,5,2500.0,2600.0,4.0,1.0,1.0,676.0,682.0
1195,scientific,n3,"37.211525,-80.445081",emergency,198,9,2500.0,2600.0,2.0,4.0,1.0,676.0,683.0
1110,government,n1,"37.211525,-80.445081",data,117,8,2300.0,2400.0,4.0,2.0,6.0,676.0,688.0
1289,government,n1,"37.211525,-80.445081",emergency,294,6,2300.0,2400.0,4.0,4.0,6.0,676.0,690.0
2949,government,n5,"37.211525,-80.445081",video,1954,10,2700.0,2800.0,4.0,1.0,1.0,676.0,682.0
2735,emergency,n2,"37.211525,-80.445081",video,1737,10,2400.0,2500.0,5.0,1.0,1.0,676.0,683.0
2846,scientific,n2,"37.211525,-80.445081",data,1849,8,2400.0,2500.0,2.0,2.0,1.0,676.0,681.0
2667,ordinary,n1,"37.211525,-80.445081",data,1673,10,2300.0,2400.0,1.0,2.0,6.0,676.0,685.0
2967,ordinary,n5,"37.211525,-80.445081",emergency,1968,5,2700.0,2800.0,1.0,4.0,1.0,676.0,682.0
1032,scientific,n1,"37.211525,-80.445081",voice,39,9,2300.0,2400.0,2.0,3.0,6.0,676.0,687.0
1331,ordinary,n4,"37.211525,-80.445081",emergency,331,9,2600.0,2700.0,1.0,4.0,1.0,676.0,682.0
2672,educational,n5,"37.211525,-80.445081",voice,1673,10,2700.0,2800.0,3.0,3.0,1.0,676.0,683.0
1329,emergency,n4,"37.211525,-80.445081",data,333,7,2600.0,2700.0,5.0,2.0,1.0,676.0,684.0
2673,ordinary,n1,"37.211525,-80.445081",data,1675,9,2300.0,2400.0,1.0,2.0,6.0,676.0,685.0
2623,educational,n2,"37.211525,-80.445081",emergency,1629,9,2400.0,2500.0,3.0,4.0,1.0,676.0,684.0
1327,scientific,n2,"37.211525,-80.445081",voice,332,6,2400.0,2500.0,2.0,3.0,1.0,676.0,682.0
2621,ordinary,n2,"37.211525,-80.445081",emergency,1622,9,2400.0,2500.0,1.0,4.0,1.0,676.0,682.0
1379,emergency,n5,"37.211525,-80.445081",voice,384,8,2700.0,2800.0,5.0,3.0,1.0,676.0,685.0
2620,scientific,n4,"37.211525,-80.445081",voice,1620,7,2600.0,2700.0,2.0,3.0,1.0,676.0,682.0
1016,scientific,n4,"37.211525,-80.445081",video,19,9,2600.0,2700.0,2.0,1.0,1.0,676.0,680.0
1381,emergency,n5,"37.211525,-80.445081",data,384,7,2700.0,2800.0,5.0,2.0,1.0,676.0,684.0
2986,government,n5,"37.211525,-80.445081",video,1992,9,2700.0,2800.0,4.0,1.0,1.0,676.0,682.0
2650,scientific,n2,"37.211525,-80.445081",video,1651,8,2400.0,2500.0,2.0,1.0,1.0,676.0,680.0
2674,scientific,n1,"37.211525,-80.445081",data,1677,9,2300.0,2400.0,2.0,2.0,6.0,676.0,686.0
1325,educational,n3,"37.211525,-80.445081",voice,329,10,2500.0,2600.0,3.0,3.0,1.0,676.0,683.0
2966,government,n4,"37.211525,-80.445081",video,1970,7,2600.0,2700.0,4.0,1.0,1.0,676.0,682.0
2617,educational,n1,"37.211525,-80.445081",video,1623,8,2300.0,2400.0,3.0,1.0,6.0,676.0,686.0
2677,ordinary,n4,"37.211525,-80.445081",data,1677,7,2600.0,2700.0,1.0,2.0,1.0,676.0,680.0
2964,educational,n2,"37.211525,-80.445081",emergency,1969,6,2400.0,2500.0,3.0,4.0,1.0,676.0,684.0
1365,scientific,n3,"37.211525,-80.445081",voice,367,8,2500.0,2600.0,2.0,3.0,1.0,676.0,682.0
1384,ordinary,n4,"37.211525,-80.445081",emergency,387,10,2600.0,2700.0,1.0,4.0,1.0,676.0,682.0
1037,ordinary,n1,"37.211525,-80.445081",voice,39,6,2300.0,2400.0,1.0,3.0,6.0,676.0,686.0
2649,scientific,n4,"37.211525,-80.445081",video,1649,5,2600.0,2700.0,2.0,1.0,1.0,676.0,680.0
1362,ordinary,n4,"37.211525,-80.445081",video,364,6,2600.0,2700.0,1.0,1.0,1.0,676.0,679.0
2624,educational,n4,"37.211525,-80.445081",voice,1624,10,2600.0,2700.0,3.0,3.0,1.0,676.0,683.0
1353,ordinary,n1,"37.211525,-80.445081",video,358,7,2300.0,2400.0,1.0,1.0,6.0,676.0,684.0
2651,educational,n2,"37.211525,-80.445081",data,1652,5,2400.0,2500.0,3.0,2.0,1.0,676.0,682.0
1350,educational,n5,"37.211525,-80.445081",data,350,5,2700.0,2800.0,3.0,2.0,1.0,676.0,682.0
2637,government,n1,"37.211525,-80.445081",voice,1638,5,2300.0,2400.0,4.0,3.0,6.0,676.0,689.0
2654,emergency,n1,"37.211525,-80.445081",voice,1659,6,2300.0,2400.0,5.0,3.0,6.0,676.0,690.0
1024,scientific,n1,"37.211525,-80.445081",data,27,6,2300.0,2400.0,2.0,2.0,6.0,676.0,686.0
2636,emergency,n1,"37.211525,-80.445081",emergency,1639,10,2300.0,2400.0,5.0,4.0,6.0,676.0,691.0
1369,ordinary,n3,"37.211525,-80.445081",data,372,5,2500.0,2600.0,1.0,2.0,1.0,676.0,680.0
2658,educational,n5,"37.211525,-80.445081",voice,1659,9,2700.0,2800.0,3.0,3.0,1.0,676.0,683.0
2635,scientific,n4,"37.211525,-80.445081",emergency,1639,5,2600.0,2700.0,2.0,4.0,1.0,676.0,683.0
1018,educational,n3,"37.211525,-80.445081",video,20,9,2500.0,2600.0,3.0,1.0,1.0,676.0,681.0
1017,scientific,n5,"37.211525,-80.445081",data,24,8,2700.0,2800.0,2.0,2.0,1.0,676.0,681.0
2632,government,n1,"37.211525,-80.445081",video,1635,8,2300.0,2400.0,4.0,1.0,6.0,676.0,687.0
1019,ordinary,n2,"37.211525,-80.445081",video,20,8,2400.0,2500.0,1.0,1.0,1.0,676.0,679.0
1025,emergency,n4,"37.211525,-80.445081",data,30,6,2600.0,2700.0,5.0,2.0,1.0,676.0,684.0
1373,emergency,n1,"37.211525,-80.445081",voice,375,9,2300.0,2400.0,5.0,3.0,6.0,676.0,690.0
1344,educational,n4,"37.211525,-80.445081",emergency,345,10,2600.0,2700.0,3.0,4.0,1.0,676.0,684.0
2662,scientific,n5,"37.211525,-80.445081",video,1662,5,2700.0,2800.0,2.0,1.0,1.0,676.0,680.0
1366,emergency,n5,"37.211525,-80.445081",data,366,6,2700.0,2800.0,5.0,2.0,1.0,676.0,684.0
1342,ordinary,n1,"37.211525,-80.445081",voice,345,7,2300.0,2400.0,1.0,3.0,6.0,676.0,686.0
1341,educational,n5,"37.211525,-80.445081",emergency,341,8,2700.0,2800.0,3.0,4.0,1.0,676.0,684.0
1340,scientific,n1,"37.211525,-80.445081",emergency,342,10,2300.0,2400.0,2.0,4.0,6.0,676.0,688.0
1339,educational,n3,"37.211525,-80.445081",video,345,10,2500.0,2600.0,3.0,1.0,1.0,676.0,681.0
1338,scientific,n3,"37.211525,-80.445081",video,340,8,2500.0,2600.0,2.0,1.0,1.0,676.0,680.0
2630,scientific,n4,"37.211525,-80.445081",video,1636,7,2600.0,2700.0,2.0,1.0,1.0,676.0,680.0
2665,government,n3,"37.211525,-80.445081",emergency,1668,10,2500.0,2600.0,4.0,4.0,1.0,676.0,685.0
2978,educational,n3,"37.211525,-80.445081",voice,1981,9,2500.0,2600.0,3.0,3.0,1.0,676.0,683.0
1336,government,n3,"37.211525,-80.445081",emergency,340,9,2500.0,2600.0,4.0,4.0,1.0,676.0,685.0
2625,scientific,n4,"37.211525,-80.445081",video,1633,10,2600.0,2700.0,2.0,1.0,1.0,676.0,680.0
2653,government,n5,"37.211525,-80.445081",video,1660,9,2700.0,2800.0,4.0,1.0,1.0,676.0,682.0
1386,emergency,n5,"37.211525,-80.445081",video,390,6,2700.0,2800.0,5.0,1.0,1.0,676.0,683.0
1385,government,n5,"37.211525,-80.445081",video,386,10,2700.0,2800.0,4.0,1.0,1.0,676.0,682.0
2680,scientific,n1,"37.211525,-80.445081",emergency,1681,5,2300.0,2400.0,2.0,4.0,6.0,676.0,688.0
2959,government,n3,"37.211525,-80.445081",voice,1963,10,2500.0,2600.0,4.0,3.0,1.0,676.0,684.0
1320,scientific,n1,"37.211525,-80.445081",emergency,324,9,2300.0,2400.0,2.0,4.0,6.0,676.0,688.0
1043,emergency,n2,"37.211525,-80.445081",data,48,9,2400.0,2500.0,5.0,2.0,1.0,676.0,684.0
2606,government,n4,"37.211525,-80.445081",data,1611,10,2600.0,2700.0,4.0,2.0,1.0,676.0,683.0
1304,ordinary,n4,"37.211525,-80.445081",data,304,6,2600.0,2700.0,1.0,2.0,1.0,676.0,680.0
1006,emergency,n5,"37.211525,-80.445081",data,8,8,2700.0,2800.0,5.0,2.0,1.0,676.0,684.0
2956,educational,n2,"37.211525,-80.445081",emergency,1960,8,2400.0,2500.0,3.0,4.0,1.0,676.0,684.0
1303,ordinary,n2,"37.211525,-80.445081",voice,304,8,2400.0,2500.0,1.0,3.0,1.0,676.0,681.0
2955,ordinary,n5,"37.211525,-80.445081",voice,1955,7,2700.0,2800.0,1.0,3.0,1.0,676.0,681.0
2996,government,n1,"37.211525,-80.445081",data,1999,8,2300.0,2400.0,4.0,2.0,6.0,676.0,688.0
2954,scientific,n3,"37.211525,-80.445081",data,1963,10,2500.0,2600.0,2.0,2.0,1.0,676.0,681.0
2953,emergency,n2,"37.211525,-80.445081",voice,1955,6,2400.0,2500.0,5.0,3.0,1.0,676.0,685.0
2699,government,n2,"37.211525,-80.445081",video,1699,10,2400.0,2500.0,4.0,1.0,1.0,676.0,682.0
2701,government,n1,"37.211525,-80.445081",data,1704,5,2300.0,2400.0,4.0,2.0,6.0,676.0,688.0
1297,government,n2,"37.211525,-80.445081",video,297,10,2400.0,2500.0,4.0,1.0,1.0,676.0,682.0
1397,government,n4,"37.211525,-80.445081",voice,402,6,2600.0,2700.0,4.0,3.0,1.0,676.0,684.0
1004,ordinary,n4,"37.211525,-80.445081",emergency,13,10,2600.0,2700.0,1.0,4.0,1.0,676.0,682.0
2644,educational,n3,"37.211525,-80.445081",video,1648,9,2500.0,2600.0,3.0,1.0,1.0,676.0,681.0
2951,emergency,n1,"37.211525,-80.445081",voice,1953,8,2300.0,2400.0,5.0,3.0,6.0,676.0,690.0
1003,government,n4,"37.211525,-80.445081",voice,7,5,2600.0,2700.0,4.0,3.0,1.0,676.0,684.0
1399,educational,n3,"37.211525,-80.445081",video,402,5,2500.0,2600.0,3.0,1.0,1.0,676.0,681.0
1295,scientific,n5,"37.211525,-80.445081",voice,300,7,2700.0,2800.0,2.0,3.0,1.0,676.0,682.0
1294,scientific,n2,"37.211525,-80.445081",voice,297,5,2400.0,2500.0,2.0,3.0,1.0,676.0,682.0
1051,scientific,n1,"37.211525,-80.445081",voice,51,7,2300.0,2400.0,2.0,3.0,6.0,676.0,687.0
1291,government,n4,"37.211525,-80.445081",emergency,296,10,2600.0,2700.0,4.0,4.0,1.0,676.0,685.0
2645,scientific,n4,"37.211525,-80.445081",data,1650,7,2600.0,2700.0,2.0,2.0,1.0,676.0,681.0
2995,government,n2,"37.211525,-80.445081",data,1996,7,2400.0,2500.0,4.0,2.0,1.0,676.0,683.0
1349,government,n3,"37.211525,-80.445081",data,350,6,2500.0,2600.0,4.0,2.0,1.0,676.0,683.0
2646,scientific,n1,"37.211525,-80.445081",video,1648,7,2300.0,2400.0,2.0,1.0,6.0,676.0,685.0
1039,educational,n2,"37.211525,-80.445081",emergency,43,9,2400.0,2500.0,3.0,4.0,1.0,676.0,684.0
2687,emergency,n3,"37.211525,-80.445081",emergency,1692,6,2500.0,2600.0,5.0,4.0,1.0,676.0,686.0
2987,educational,n3,"37.211525,-80.445081",video,1990,5,2500.0,2600.0,3.0,1.0,1.0,676.0,681.0
1313,ordinary,n4,"37.211525,-80.445081",data,317,7,2600.0,2700.0,1.0,2.0,1.0,676.0,680.0
1312,ordinary,n2,"37.211525,-80.445081",video,317,7,2400.0,2500.0,1.0,1.0,1.0,676.0,679.0
2648,educational,n4,"37.211525,-80.445081",voice,1652,9,2600.0,2700.0,3.0,3.0,1.0,676.0,683.0
2611,government,n1,"37.211525,-80.445081",voice,1612,9,2300.0,2400.0,4.0,3.0,6.0,676.0,689.0
2994,ordinary,n3,"37.211525,-80.445081",video,1999,7,2500.0,2600.0,1.0,1.0,1.0,676.0,679.0
2610,educational,n3,"37.211525,-80.445081",video,1611,7,2500.0,2600.0,3.0,1.0,1.0,676.0,681.0
2683,government,n2,"37.211525,-80.445081",emergency,1687,6,2400.0,2500.0,4.0,4.0,1.0,676.0,685.0
2616,educational,n3,"37.211525,-80.445081",emergency,1621,8,2500.0,2600.0,3.0,4.0,1.0,676.0,684.0
1040,ordinary,n4,"37.211525,-80.445081",video,40,9,2600.0,2700.0,1.0,1.0,1.0,676.0,679.0
2960,educational,n5,"37.211525,-80.445081",voice,1963,8,2700.0,2800.0,3.0,3.0,1.0,676.0,683.0
2691,ordinary,n5,"37.211525,-80.445081",emergency,1694,10,2700.0,2800.0,1.0,4.0,1.0,676.0,682.0
1013,educational,n4,"37.211525,-80.445081",data,14,8,2600.0,2700.0,3.0,2.0,1.0,676.0,682.0
2989,government,n5,"37.211525,-80.445081",emergency,1995,8,2700.0,2800.0,4.0,4.0,1.0,676.0,685.0
1307,ordinary,n3,"37.211525,-80.445081",emergency,313,10,2500.0,2600.0,1.0,4.0,1.0,676.0,682.0
2991,government,n1,"37.211525,-80.445081",data,1995,9,2300.0,2400.0,4.0,2.0,6.0,676.0,688.0
2693,educational,n4,"37.211525,-80.445081",video,1697,6,2600.0,2700.0,3.0,1.0,1.0,676.0,681.0
1363,scientific,n2,"37.211525,-80.445081",data,367,5,2400.0,2500.0,2.0,2.0,1.0,676.0,681.0
2694,scientific,n1,"37.211525,-80.445081",voice,1695,9,2300.0,2400.0,2.0,3.0,6.0,676.0,687.0
2684,emergency,n4,"37.211525,-80.445081",emergency,1690,8,2600.0,2700.0,5.0,4.0,1.0,676.0,686.0
2614,government,n1,"37.211525,-80.445081",video,1621,8,2300.0,2400.0,4.0,1.0,6.0,676.0,687.0
2885,government,n2,"37.227279,-80.421665",video,1893,9,2400.0,2500.0,4.0,1.0,1.0,699.0,705.0
2875,government,n3,"37.227279,-80.421665",data,1877,6,2500.0,2600.0,4.0,2.0,1.0,699.0,706.0
2985,educational,n3,"37.227279,-80.421665",video,1993,10,2500.0,2600.0,3.0,1.0,1.0,699.0,704.0
2162,ordinary,n1,"37.227279,-80.421665",emergency,1167,8,2300.0,2400.0,1.0,4.0,6.0,699.0,710.0
2874,ordinary,n4,"37.227279,-80.421665",voice,1879,8,2600.0,2700.0,1.0,3.0,1.0,699.0,704.0
2164,scientific,n3,"37.227279,-80.421665",voice,1166,8,2500.0,2600.0,2.0,3.0,1.0,699.0,705.0
2168,scientific,n5,"37.227279,-80.421665",data,1172,10,2700.0,2800.0,2.0,2.0,1.0,699.0,704.0
2165,emergency,n1,"37.227279,-80.421665",data,1168,6,2300.0,2400.0,5.0,2.0,6.0,699.0,712.0
2981,educational,n4,"37.227279,-80.421665",voice,1990,10,2600.0,2700.0,3.0,3.0,1.0,699.0,706.0
2026,educational,n3,"37.227279,-80.421665",emergency,1031,6,2500.0,2600.0,3.0,4.0,1.0,699.0,707.0
2021,emergency,n1,"37.227279,-80.421665",voice,1027,9,2300.0,2400.0,5.0,3.0,6.0,699.0,713.0
2025,scientific,n3,"37.227279,-80.421665",emergency,1026,9,2500.0,2600.0,2.0,4.0,1.0,699.0,706.0
2997,government,n1,"37.227279,-80.421665",data,1997,6,2300.0,2400.0,4.0,2.0,6.0,699.0,711.0
2201,ordinary,n3,"37.227279,-80.421665",voice,1206,7,2500.0,2600.0,1.0,3.0,1.0,699.0,704.0
2848,government,n5,"37.227279,-80.421665",emergency,1848,9,2700.0,2800.0,4.0,4.0,1.0,699.0,708.0
2849,government,n2,"37.227279,-80.421665",data,1852,10,2400.0,2500.0,4.0,2.0,1.0,699.0,706.0
2194,ordinary,n2,"37.227279,-80.421665",voice,1199,7,2400.0,2500.0,1.0,3.0,1.0,699.0,704.0
2853,ordinary,n5,"37.227279,-80.421665",data,1853,7,2700.0,2800.0,1.0,2.0,1.0,699.0,703.0
2993,scientific,n3,"37.227279,-80.421665",emergency,1997,8,2500.0,2600.0,2.0,4.0,1.0,699.0,706.0
2009,emergency,n3,"37.227279,-80.421665",emergency,1011,10,2500.0,2600.0,5.0,4.0,1.0,699.0,709.0
2988,scientific,n1,"37.227279,-80.421665",emergency,1988,5,2300.0,2400.0,2.0,4.0,6.0,699.0,711.0
2855,ordinary,n2,"37.227279,-80.421665",emergency,1855,5,2400.0,2500.0,1.0,4.0,1.0,699.0,705.0
2014,scientific,n1,"37.227279,-80.421665",voice,1018,10,2300.0,2400.0,2.0,3.0,6.0,699.0,710.0
2858,ordinary,n4,"37.227279,-80.421665",voice,1861,5,2600.0,2700.0,1.0,3.0,1.0,699.0,704.0
2186,scientific,n4,"37.227279,-80.421665",voice,1190,8,2600.0,2700.0,2.0,3.0,1.0,699.0,705.0
2861,government,n1,"37.227279,-80.421665",emergency,1862,9,2300.0,2400.0,4.0,4.0,6.0,699.0,713.0
2018,educational,n4,"37.227279,-80.421665",video,1018,9,2600.0,2700.0,3.0,1.0,1.0,699.0,704.0
2866,ordinary,n2,"37.227279,-80.421665",voice,1871,9,2400.0,2500.0,1.0,3.0,1.0,699.0,704.0
2178,ordinary,n5,"37.227279,-80.421665",data,1182,10,2700.0,2800.0,1.0,2.0,1.0,699.0,703.0
2177,emergency,n3,"37.227279,-80.421665",emergency,1179,8,2500.0,2600.0,5.0,4.0,1.0,699.0,709.0
2176,government,n1,"37.227279,-80.421665",video,1176,10,2300.0,2400.0,4.0,1.0,6.0,699.0,710.0
2869,scientific,n5,"37.227279,-80.421665",emergency,1870,6,2700.0,2800.0,2.0,4.0,1.0,699.0,706.0
2023,educational,n4,"37.227279,-80.421665",emergency,1023,5,2600.0,2700.0,3.0,4.0,1.0,699.0,707.0
2169,government,n4,"37.227279,-80.421665",emergency,1174,7,2600.0,2700.0,4.0,4.0,1.0,699.0,708.0
2158,government,n2,"37.227279,-80.421665",emergency,1166,10,2400.0,2500.0,4.0,4.0,1.0,699.0,708.0
2085,emergency,n3,"37.227279,-80.421665",video,1087,10,2500.0,2600.0,5.0,1.0,1.0,699.0,706.0
2980,ordinary,n1,"37.227279,-80.421665",voice,1983,5,2300.0,2400.0,1.0,3.0,6.0,699.0,709.0
2096,educational,n2,"37.227279,-80.421665",voice,1099,7,2400.0,2500.0,3.0,3.0,1.0,699.0,706.0
2099,ordinary,n4,"37.227279,-80.421665",video,1102,6,2600.0,2700.0,1.0,1.0,1.0,699.0,702.0
2100,government,n4,"37.227279,-80.421665",data,1100,7,2600.0,2700.0,4.0,2.0,1.0,699.0,706.0
2927,scientific,n1,"37.227279,-80.421665",emergency,1929,10,2300.0,2400.0,2.0,4.0,6.0,699.0,711.0
2062,scientific,n4,"37.227279,-80.421665",emergency,1066,5,2600.0,2700.0,2.0,4.0,1.0,699.0,706.0
2923,government,n4,"37.227279,-80.421665",emergency,1923,5,2600.0,2700.0,4.0,4.0,1.0,699.0,708.0
2919,scientific,n3,"37.227279,-80.421665",video,1923,10,2500.0,2600.0,2.0,1.0,1.0,699.0,703.0
2066,emergency,n3,"37.227279,-80.421665",voice,1072,7,2500.0,2600.0,5.0,3.0,1.0,699.0,708.0
2060,educational,n1,"37.227279,-80.421665",data,1065,9,2300.0,2400.0,3.0,2.0,6.0,699.0,710.0
2108,emergency,n4,"37.227279,-80.421665",voice,1116,10,2600.0,2700.0,5.0,3.0,1.0,699.0,708.0
2059,government,n2,"37.227279,-80.421665",voice,1059,6,2400.0,2500.0,4.0,3.0,1.0,699.0,707.0
2917,scientific,n1,"37.227279,-80.421665",emergency,1921,8,2300.0,2400.0,2.0,4.0,6.0,699.0,711.0
2962,ordinary,n5,"37.227279,-80.421665",data,1968,7,2700.0,2800.0,1.0,2.0,1.0,699.0,703.0
2058,educational,n2,"37.227279,-80.421665",emergency,1059,10,2400.0,2500.0,3.0,4.0,1.0,699.0,707.0
2965,scientific,n5,"37.227279,-80.421665",data,1967,8,2700.0,2800.0,2.0,2.0,1.0,699.0,704.0
2118,educational,n1,"37.227279,-80.421665",voice,1124,7,2300.0,2400.0,3.0,3.0,6.0,699.0,711.0
2961,educational,n2,"37.227279,-80.421665",video,1962,7,2400.0,2500.0,3.0,1.0,1.0,699.0,704.0
2054,scientific,n4,"37.227279,-80.421665",data,1055,5,2600.0,2700.0,2.0,2.0,1.0,699.0,704.0
2095,scientific,n3,"37.227279,-80.421665",voice,1096,9,2500.0,2600.0,2.0,3.0,1.0,699.0,705.0
2093,scientific,n1,"37.227279,-80.421665",data,1098,10,2300.0,2400.0,2.0,2.0,6.0,699.0,709.0
2082,scientific,n2,"37.227279,-80.421665",emergency,1083,7,2400.0,2500.0,2.0,4.0,1.0,699.0,706.0
2950,educational,n2,"37.227279,-80.421665",data,1952,5,2400.0,2500.0,3.0,2.0,1.0,699.0,705.0
2948,government,n3,"37.227279,-80.421665",video,1951,6,2500.0,2600.0,4.0,1.0,1.0,699.0,705.0
2080,emergency,n4,"37.227279,-80.421665",video,1086,7,2600.0,2700.0,5.0,1.0,1.0,699.0,706.0
