cbsd_id,type,band,weather,density,traffic,min_freq,max_freq,score
1129,ordinary,n1,snowy,urban,voice,2300.0,2400.0,7.0
9150,government,n1,emergency,semi-urban,data,2300.0,2400.0,9.0
9151,educational,n1,foggy,urban,video,2300.0,2400.0,9.0
9155,educational,n1,snowy,urban,emergency,2300.0,2400.0,10.0
8879,scientific,n1,cloudy,urban,video,2300.0,2400.0,9.0
8878,government,n1,emergency,rural,data,2300.0,2400.0,10.0
9158,government,n1,snowy,urban,video,2300.0,2400.0,8.0
868,ordinary,n1,cloudy,urban,data,2300.0,2400.0,9.0
4335,government,n1,sunny,rural,video,2300.0,2400.0,14.0
5640,emergency,n1,sunny,urban,data,2300.0,2400.0,14.0
871,educational,n1,sunny,urban,voice,2300.0,2400.0,13.0
892,emergency,n1,sunny,semi-urban,data,2300.0,2400.0,15.0
4320,government,n1,foggy,rural,video,2300.0,2400.0,12.0
5799,educational,n1,snowy,rural,emergency,2300.0,2400.0,12.0
890,government,n1,snowy,urban,voice,2300.0,2400.0,10.0
9116,educational,n1,foggy,rural,emergency,2300.0,2400.0,14.0
4321,emergency,n1,foggy,semi-urban,data,2300.0,2400.0,13.0
1117,ordinary,n1,sunny,urban,video,2300.0,2400.0,9.0
5646,ordinary,n1,rainy,semi-urban,data,2300.0,2400.0,8.0
9121,government,n1,rainy,rural,video,2300.0,2400.0,11.0
9111,ordinary,n1,cloudy,urban,data,2300.0,2400.0,9.0
8889,educational,n1,emergency,semi-urban,video,2300.0,2400.0,7.0
880,emergency,n1,cloudy,semi-urban,emergency,2300.0,2400.0,16.0
5641,scientific,n1,cloudy,urban,voice,2300.0,2400.0,11.0
877,scientific,n1,snowy,semi-urban,voice,2300.0,2400.0,9.0
5802,emergency,n1,sunny,rural,emergency,2300.0,2400.0,18.0
876,emergency,n1,rainy,semi-urban,emergency,2300.0,2400.0,14.0
4332,government,n1,foggy,urban,video,2300.0,2400.0,10.0
5803,ordinary,n1,emergency,semi-urban,voice,2300.0,2400.0,7.0
9129,scientific,n1,emergency,urban,emergency,2300.0,2400.0,8.0
9133,scientific,n1,emergency,rural,data,2300.0,2400.0,8.0
881,emergency,n1,snowy,urban,data,2300.0,2400.0,10.0
5631,government,n1,snowy,rural,video,2300.0,2400.0,10.0
5680,emergency,n1,snowy,semi-urban,data,2300.0,2400.0,11.0
1081,educational,n1,sunny,semi-urban,data,2300.0,2400.0,13.0
5735,emergency,n1,rainy,rural,data,2300.0,2400.0,13.0
4234,emergency,n1,cloudy,rural,voice,2300.0,2400.0,16.0
5734,scientific,n1,sunny,urban,voice,2300.0,2400.0,12.0
8997,scientific,n1,sunny,urban,data,2300.0,2400.0,11.0
1040,emergency,n1,sunny,urban,data,2300.0,2400.0,14.0
8998,emergency,n1,foggy,urban,video,2300.0,2400.0,11.0
8959,government,n1,cloudy,rural,voice,2300.0,2400.0,15.0
5731,scientific,n1,emergency,rural,data,2300.0,2400.0,8.0
4239,emergency,n1,foggy,rural,emergency,2300.0,2400.0,16.0
1043,emergency,n1,emergency,rural,voice,2300.0,2400.0,12.0
1045,scientific,n1,snowy,rural,voice,2300.0,2400.0,10.0
5755,government,n1,cloudy,semi-urban,voice,2300.0,2400.0,14.0
9002,ordinary,n1,emergency,urban,voice,2300.0,2400.0,6.0
8957,scientific,n1,foggy,rural,data,2300.0,2400.0,11.0
991,emergency,n1,sunny,rural,video,2300.0,2400.0,15.0
9003,scientific,n1,foggy,urban,voice,2300.0,2400.0,10.0
1049,ordinary,n1,rainy,semi-urban,video,2300.0,2400.0,7.0
4244,ordinary,n1,cloudy,urban,video,2300.0,2400.0,8.0
1051,ordinary,n1,emergency,urban,voice,2300.0,2400.0,6.0
4231,government,n1,foggy,semi-urban,emergency,2300.0,2400.0,14.0
4230,educational,n1,rainy,urban,video,2300.0,2400.0,8.0
8988,educational,n1,cloudy,semi-urban,emergency,2300.0,2400.0,14.0
5738,emergency,n1,foggy,semi-urban,video,2300.0,2400.0,12.0
4219,educational,n1,cloudy,urban,video,2300.0,2400.0,10.0
5742,emergency,n1,rainy,urban,emergency,2300.0,2400.0,13.0
4217,government,n1,emergency,semi-urban,emergency,2300.0,2400.0,11.0
1020,emergency,n1,sunny,semi-urban,emergency,2300.0,2400.0,17.0
1019,educational,n1,cloudy,rural,video,2300.0,2400.0,12.0
4215,government,n1,cloudy,rural,voice,2300.0,2400.0,15.0
8967,educational,n1,sunny,semi-urban,voice,2300.0,2400.0,14.0
8980,ordinary,n1,emergency,rural,video,2300.0,2400.0,6.0
1032,scientific,n1,sunny,semi-urban,video,2300.0,2400.0,11.0
987,ordinary,n1,foggy,rural,data,2300.0,2400.0,10.0
5739,government,n1,rainy,rural,emergency,2300.0,2400.0,14.0
1034,emergency,n1,sunny,rural,emergency,2300.0,2400.0,18.0
4212,educational,n1,rainy,semi-urban,video,2300.0,2400.0,9.0
1013,scientific,n1,cloudy,semi-urban,video,2300.0,2400.0,10.0
1012,government,n1,snowy,semi-urban,emergency,2300.0,2400.0,12.0
8983,government,n1,sunny,rural,emergency,2300.0,2400.0,17.0
8985,emergency,n1,sunny,rural,voice,2300.0,2400.0,17.0
8962,ordinary,n1,snowy,rural,voice,2300.0,2400.0,9.0
1037,emergency,n1,emergency,semi-urban,data,2300.0,2400.0,10.0
8987,educational,n1,emergency,semi-urban,data,2300.0,2400.0,8.0
4213,educational,n1,rainy,semi-urban,voice,2300.0,2400.0,11.0
947,scientific,n1,emergency,rural,data,2300.0,2400.0,8.0
986,scientific,n1,cloudy,semi-urban,emergency,2300.0,2400.0,13.0
985,government,n1,foggy,rural,voice,2300.0,2400.0,14.0
5765,ordinary,n1,rainy,urban,voice,2300.0,2400.0,8.0
960,scientific,n1,snowy,urban,voice,2300.0,2400.0,8.0
4267,scientific,n1,foggy,rural,voice,2300.0,2400.0,12.0
8933,ordinary,n1,cloudy,urban,emergency,2300.0,2400.0,11.0
8931,emergency,n1,rainy,urban,data,2300.0,2400.0,11.0
1072,government,n1,emergency,semi-urban,data,2300.0,2400.0,9.0
5688,emergency,n1,sunny,semi-urban,video,2300.0,2400.0,14.0
5687,scientific,n1,rainy,rural,voice,2300.0,2400.0,11.0
1073,ordinary,n1,snowy,rural,voice,2300.0,2400.0,9.0
9048,emergency,n1,snowy,semi-urban,data,2300.0,2400.0,11.0
5685,educational,n1,cloudy,semi-urban,emergency,2300.0,2400.0,14.0
9052,scientific,n1,foggy,rural,voice,2300.0,2400.0,12.0
9053,scientific,n1,foggy,semi-urban,video,2300.0,2400.0,9.0
4191,educational,n1,cloudy,semi-urban,data,2300.0,2400.0,12.0
8922,emergency,n1,rainy,urban,voice,2300.0,2400.0,12.0
4276,educational,n1,foggy,semi-urban,emergency,2300.0,2400.0,13.0
4189,government,n1,sunny,rural,video,2300.0,2400.0,14.0
1079,emergency,n1,sunny,rural,emergency,2300.0,2400.0,18.0
948,scientific,n1,sunny,urban,video,2300.0,2400.0,10.0
8936,government,n1,emergency,urban,emergency,2300.0,2400.0,10.0
9042,educational,n1,snowy,urban,video,2300.0,2400.0,7.0
8937,government,n1,snowy,semi-urban,video,2300.0,2400.0,9.0
8940,educational,n1,snowy,rural,data,2300.0,2400.0,10.0
5715,ordinary,n1,sunny,rural,video,2300.0,2400.0,11.0
4246,emergency,n1,foggy,urban,emergency,2300.0,2400.0,14.0
8951,educational,n1,rainy,semi-urban,data,2300.0,2400.0,10.0
4248,scientific,n1,foggy,urban,voice,2300.0,2400.0,10.0
1055,emergency,n1,sunny,urban,video,2300.0,2400.0,13.0
979,ordinary,n1,emergency,rural,emergency,2300.0,2400.0,9.0
1056,educational,n1,rainy,urban,data,2300.0,2400.0,9.0
8949,ordinary,n1,snowy,semi-urban,emergency,2300.0,2400.0,9.0
5704,educational,n1,rainy,semi-urban,video,2300.0,2400.0,9.0
8952,government,n1,snowy,rural,video,2300.0,2400.0,10.0
9020,educational,n1,snowy,rural,video,2300.0,2400.0,9.0
5699,educational,n1,cloudy,rural,voice,2300.0,2400.0,14.0
9027,scientific,n1,snowy,rural,emergency,2300.0,2400.0,11.0
8946,scientific,n1,rainy,rural,voice,2300.0,2400.0,11.0
4260,ordinary,n1,sunny,urban,video,2300.0,2400.0,9.0
967,emergency,n1,sunny,rural,emergency,2300.0,2400.0,18.0
4261,ordinary,n1,cloudy,rural,video,2300.0,2400.0,10.0
1062,emergency,n1,rainy,rural,data,2300.0,2400.0,13.0
5697,scientific,n1,foggy,urban,video,2300.0,2400.0,8.0
8941,scientific,n1,emergency,rural,emergency,2300.0,2400.0,10.0
4254,government,n1,rainy,semi-urban,data,2300.0,2400.0,11.0
849,emergency,n1,cloudy,rural,voice,2300.0,2400.0,16.0
5650,educational,n1,foggy,rural,video,2300.0,2400.0,11.0
5828,scientific,n1,foggy,rural,emergency,2300.0,2400.0,13.0
5614,government,n1,snowy,semi-urban,data,2300.0,2400.0,10.0
820,ordinary,n1,sunny,urban,voice,2300.0,2400.0,11.0
8849,government,n1,sunny,rural,data,2300.0,2400.0,15.0
5589,scientific,n1,rainy,urban,voice,2300.0,2400.0,9.0
9229,educational,n1,snowy,semi-urban,emergency,2300.0,2400.0,11.0
4391,government,n1,sunny,urban,data,2300.0,2400.0,13.0
5613,educational,n1,rainy,rural,emergency,2300.0,2400.0,13.0
785,emergency,n1,emergency,rural,emergency,2300.0,2400.0,13.0
9170,emergency,n1,foggy,semi-urban,data,2300.0,2400.0,13.0
8848,educational,n1,emergency,semi-urban,emergency,2300.0,2400.0,10.0
4371,emergency,n1,snowy,semi-urban,emergency,2300.0,2400.0,13.0
802,educational,n1,emergency,urban,voice,2300.0,2400.0,8.0
838,ordinary,n1,cloudy,semi-urban,data,2300.0,2400.0,10.0
4396,government,n1,sunny,rural,voice,2300.0,2400.0,16.0
5625,government,n1,snowy,urban,data,2300.0,2400.0,9.0
783,educational,n1,sunny,semi-urban,video,2300.0,2400.0,12.0
803,ordinary,n1,cloudy,urban,data,2300.0,2400.0,9.0
8868,educational,n1,rainy,semi-urban,data,2300.0,2400.0,10.0
5834,scientific,n1,sunny,rural,voice,2300.0,2400.0,14.0
1145,scientific,n1,snowy,rural,video,2300.0,2400.0,8.0
9226,government,n1,emergency,rural,data,2300.0,2400.0,10.0
1181,educational,n1,snowy,rural,video,2300.0,2400.0,9.0
4385,emergency,n1,rainy,semi-urban,data,2300.0,2400.0,12.0
828,educational,n1,rainy,semi-urban,video,2300.0,2400.0,9.0
1175,scientific,n1,cloudy,semi-urban,data,2300.0,2400.0,11.0
9185,ordinary,n1,cloudy,rural,emergency,2300.0,2400.0,13.0
4361,emergency,n1,snowy,rural,video,2300.0,2400.0,11.0
4358,ordinary,n1,snowy,urban,data,2300.0,2400.0,6.0
5841,government,n1,sunny,urban,emergency,2300.0,2400.0,15.0
1172,ordinary,n1,sunny,rural,data,2300.0,2400.0,12.0
5838,government,n1,snowy,semi-urban,emergency,2300.0,2400.0,12.0
4357,emergency,n1,foggy,rural,video,2300.0,2400.0,13.0
5852,scientific,n1,sunny,rural,video,2300.0,2400.0,12.0
5618,ordinary,n1,emergency,rural,voice,2300.0,2400.0,8.0
4367,government,n1,foggy,rural,voice,2300.0,2400.0,14.0
797,ordinary,n1,sunny,rural,video,2300.0,2400.0,11.0
9212,emergency,n1,sunny,rural,emergency,2300.0,2400.0,18.0
834,educational,n1,snowy,semi-urban,video,2300.0,2400.0,8.0
8859,scientific,n1,foggy,rural,voice,2300.0,2400.0,12.0
1168,scientific,n1,foggy,urban,data,2300.0,2400.0,9.0
9171,ordinary,n1,cloudy,rural,voice,2300.0,2400.0,12.0
8861,ordinary,n1,sunny,semi-urban,emergency,2300.0,2400.0,13.0
5822,scientific,n1,cloudy,rural,data,2300.0,2400.0,12.0
5594,government,n1,foggy,rural,video,2300.0,2400.0,12.0
5819,ordinary,n1,rainy,urban,data,2300.0,2400.0,7.0
818,emergency,n1,sunny,rural,data,2300.0,2400.0,16.0
4390,government,n1,snowy,rural,data,2300.0,2400.0,11.0
5626,emergency,n1,foggy,semi-urban,emergency,2300.0,2400.0,15.0
5627,educational,n1,cloudy,rural,emergency,2300.0,2400.0,15.0
4138,educational,n1,snowy,semi-urban,voice,2300.0,2400.0,10.0
4398,government,n1,emergency,rural,data,2300.0,2400.0,10.0
4351,ordinary,n1,emergency,rural,video,2300.0,2400.0,6.0
1157,government,n1,snowy,semi-urban,video,2300.0,2400.0,9.0
1162,ordinary,n1,rainy,semi-urban,voice,2300.0,2400.0,9.0
5813,emergency,n1,rainy,semi-urban,voice,2300.0,2400.0,13.0
5629,educational,n1,foggy,urban,voice,2300.0,2400.0,11.0
5628,educational,n1,cloudy,semi-urban,data,2300.0,2400.0,12.0
9201,government,n1,cloudy,urban,voice,2300.0,2400.0,13.0
5854,government,n1,emergency,rural,data,2300.0,2400.0,10.0
4374,scientific,n1,cloudy,urban,emergency,2300.0,2400.0,12.0
1137,ordinary,n1,foggy,rural,voice,2300.0,2400.0,11.0
845,government,n1,rainy,urban,data,2300.0,2400.0,10.0
9236,ordinary,n1,cloudy,semi-urban,video,2300.0,2400.0,9.0
9234,emergency,n1,snowy,urban,data,2300.0,2400.0,10.0
4127,ordinary,n1,snowy,semi-urban,voice,2300.0,2400.0,8.0
9200,ordinary,n1,sunny,urban,emergency,2300.0,2400.0,12.0
1133,ordinary,n1,foggy,rural,video,2300.0,2400.0,9.0
5612,emergency,n1,rainy,rural,video,2300.0,2400.0,12.0
4137,educational,n1,emergency,semi-urban,emergency,2300.0,2400.0,10.0
9205,emergency,n1,rainy,urban,voice,2300.0,2400.0,12.0
840,government,n1,cloudy,rural,emergency,2300.0,2400.0,16.0
4125,educational,n1,foggy,rural,video,2300.0,2400.0,11.0
1140,emergency,n1,sunny,urban,voice,2300.0,2400.0,15.0
8834,government,n1,snowy,rural,video,2300.0,2400.0,10.0
9206,government,n1,emergency,semi-urban,data,2300.0,2400.0,9.0
815,ordinary,n1,rainy,urban,emergency,2300.0,2400.0,9.0
1155,government,n1,foggy,urban,emergency,2300.0,2400.0,13.0
4786,educational,n2,sunny,urban,video,2400.0,2500.0,8.0
6870,educational,n2,cloudy,rural,voice,2400.0,2500.0,9.0
3075,emergency,n2,snowy,rural,data,2400.0,2500.0,13.0
4970,scientific,n2,sunny,semi-urban,emergency,2400.0,2500.0,9.0
6897,educational,n2,foggy,semi-urban,voice,2400.0,2500.0,11.0
6871,emergency,n2,foggy,rural,data,2400.0,2500.0,11.0
2869,scientific,n2,emergency,rural,voice,2400.0,2500.0,12.0
6894,emergency,n2,cloudy,urban,emergency,2400.0,2500.0,14.0
4813,government,n2,cloudy,rural,data,2400.0,2500.0,9.0
5022,emergency,n2,foggy,rural,voice,2400.0,2500.0,12.0
6855,government,n2,sunny,rural,voice,2400.0,2500.0,9.0
5839,ordinary,n2,emergency,urban,video,2400.0,2500.0,11.0
4788,government,n2,sunny,rural,emergency,2400.0,2500.0,10.0
4199,government,n2,rainy,urban,data,2400.0,2500.0,13.0
4113,ordinary,n2,foggy,rural,video,2400.0,2500.0,6.0
2872,government,n2,sunny,urban,video,2400.0,2500.0,9.0
3109,educational,n2,rainy,urban,data,2400.0,2500.0,12.0
5175,educational,n2,foggy,urban,data,2400.0,2500.0,11.0
6863,scientific,n2,emergency,rural,data,2400.0,2500.0,11.0
5202,scientific,n2,foggy,rural,data,2400.0,2500.0,8.0
3099,ordinary,n2,snowy,urban,emergency,2400.0,2500.0,13.0
6008,ordinary,n2,cloudy,rural,video,2400.0,2500.0,5.0
3971,scientific,n2,cloudy,rural,video,2400.0,2500.0,6.0
2870,scientific,n2,foggy,semi-urban,voice,2400.0,2500.0,10.0
6859,scientific,n2,snowy,rural,data,2400.0,2500.0,10.0
5761,ordinary,n2,emergency,rural,data,2400.0,2500.0,10.0
6007,educational,n2,sunny,semi-urban,emergency,2400.0,2500.0,10.0
3085,scientific,n2,cloudy,urban,emergency,2400.0,2500.0,11.0
4809,ordinary,n2,sunny,urban,video,2400.0,2500.0,6.0
5837,emergency,n2,emergency,rural,data,2400.0,2500.0,14.0
5766,emergency,n2,sunny,rural,video,2400.0,2500.0,8.0
3091,scientific,n2,snowy,urban,voice,2400.0,2500.0,13.0
2882,educational,n2,foggy,semi-urban,voice,2400.0,2500.0,11.0
3088,ordinary,n2,foggy,urban,data,2400.0,2500.0,9.0
4194,government,n2,sunny,semi-urban,emergency,2400.0,2500.0,11.0
3080,scientific,n2,foggy,urban,emergency,2400.0,2500.0,12.0
5836,ordinary,n2,foggy,semi-urban,data,2400.0,2500.0,8.0
5025,ordinary,n2,snowy,semi-urban,emergency,2400.0,2500.0,12.0
4120,educational,n2,sunny,urban,video,2400.0,2500.0,8.0
5831,emergency,n2,foggy,semi-urban,data,2400.0,2500.0,12.0
3964,government,n2,foggy,rural,voice,2400.0,2500.0,11.0
3965,educational,n2,rainy,urban,emergency,2400.0,2500.0,14.0
6883,educational,n2,rainy,urban,emergency,2400.0,2500.0,14.0
2881,government,n2,snowy,rural,voice,2400.0,2500.0,13.0
5876,emergency,n2,foggy,rural,emergency,2400.0,2500.0,13.0
3092,government,n2,emergency,semi-urban,video,2400.0,2500.0,13.0
2878,ordinary,n2,snowy,urban,data,2400.0,2500.0,11.0
4795,emergency,n2,emergency,rural,emergency,2400.0,2500.0,16.0
3955,ordinary,n2,rainy,rural,emergency,2400.0,2500.0,10.0
4966,ordinary,n2,emergency,semi-urban,video,2400.0,2500.0,10.0
3956,emergency,n2,rainy,urban,data,2400.0,2500.0,14.0
3957,scientific,n2,foggy,rural,voice,2400.0,2500.0,9.0
5189,scientific,n2,sunny,rural,voice,2400.0,2500.0,7.0
7102,scientific,n2,foggy,rural,emergency,2400.0,2500.0,10.0
2875,government,n2,sunny,rural,video,2400.0,2500.0,7.0
7100,emergency,n2,rainy,semi-urban,voice,2400.0,2500.0,14.0
7096,educational,n2,sunny,semi-urban,voice,2400.0,2500.0,9.0
4192,scientific,n2,foggy,rural,video,2400.0,2500.0,7.0
2877,emergency,n2,sunny,rural,emergency,2400.0,2500.0,11.0
6876,educational,n2,emergency,urban,emergency,2400.0,2500.0,16.0
5764,emergency,n2,foggy,semi-urban,emergency,2400.0,2500.0,14.0
6878,scientific,n2,snowy,semi-urban,data,2400.0,2500.0,11.0
5023,educational,n2,rainy,urban,data,2400.0,2500.0,12.0
5763,ordinary,n2,foggy,semi-urban,voice,2400.0,2500.0,9.0
2940,government,n2,snowy,rural,video,2400.0,2500.0,11.0
4784,educational,n2,rainy,semi-urban,emergency,2400.0,2500.0,13.0
5240,scientific,n2,emergency,semi-urban,voice,2400.0,2500.0,13.0
3930,ordinary,n2,foggy,semi-urban,video,2400.0,2500.0,7.0
6022,emergency,n2,rainy,urban,emergency,2400.0,2500.0,16.0
6020,scientific,n2,foggy,rural,video,2400.0,2500.0,7.0
6795,emergency,n2,emergency,semi-urban,emergency,2400.0,2500.0,17.0
3161,scientific,n2,snowy,rural,data,2400.0,2500.0,10.0
3160,government,n2,emergency,urban,emergency,2400.0,2500.0,17.0
5237,scientific,n2,foggy,semi-urban,video,2400.0,2500.0,8.0
6800,emergency,n2,rainy,rural,data,2400.0,2500.0,12.0
3157,ordinary,n2,snowy,semi-urban,data,2400.0,2500.0,10.0
4758,educational,n2,snowy,rural,emergency,2400.0,2500.0,13.0
6802,government,n2,sunny,urban,video,2400.0,2500.0,9.0
6804,scientific,n2,cloudy,rural,emergency,2400.0,2500.0,9.0
5233,educational,n2,emergency,semi-urban,data,2400.0,2500.0,13.0
5862,emergency,n2,sunny,semi-urban,video,2400.0,2500.0,9.0
3152,ordinary,n2,snowy,urban,video,2400.0,2500.0,10.0
6807,scientific,n2,snowy,urban,voice,2400.0,2500.0,13.0
6808,educational,n2,foggy,semi-urban,video,2400.0,2500.0,9.0
4211,educational,n2,emergency,rural,emergency,2400.0,2500.0,14.0
4760,government,n2,sunny,urban,emergency,2400.0,2500.0,12.0
4762,emergency,n2,cloudy,semi-urban,emergency,2400.0,2500.0,13.0
3168,educational,n2,foggy,rural,video,2400.0,2500.0,8.0
5241,scientific,n2,rainy,semi-urban,emergency,2400.0,2500.0,12.0
3171,emergency,n2,cloudy,semi-urban,video,2400.0,2500.0,10.0
6785,educational,n2,foggy,semi-urban,video,2400.0,2500.0,9.0
3926,scientific,n2,foggy,urban,voice,2400.0,2500.0,11.0
4218,scientific,n2,foggy,urban,emergency,2400.0,2500.0,12.0
7127,educational,n2,cloudy,urban,video,2400.0,2500.0,9.0
4100,ordinary,n2,snowy,urban,voice,2400.0,2500.0,12.0
3187,ordinary,n2,cloudy,urban,data,2400.0,2500.0,8.0
2846,emergency,n2,cloudy,urban,voice,2400.0,2500.0,13.0
5744,ordinary,n2,emergency,semi-urban,voice,2400.0,2500.0,12.0
3186,ordinary,n2,rainy,rural,video,2400.0,2500.0,7.0
6777,government,n2,foggy,semi-urban,emergency,2400.0,2500.0,13.0
4746,ordinary,n2,sunny,urban,data,2400.0,2500.0,7.0
5746,educational,n2,rainy,rural,data,2400.0,2500.0,10.0
3183,ordinary,n2,rainy,semi-urban,data,2400.0,2500.0,9.0
6025,government,n2,snowy,urban,emergency,2400.0,2500.0,16.0
4998,scientific,n2,emergency,semi-urban,video,2400.0,2500.0,11.0
3180,educational,n2,foggy,semi-urban,data,2400.0,2500.0,10.0
5745,scientific,n2,rainy,urban,data,2400.0,2500.0,11.0
4101,ordinary,n2,foggy,urban,data,2400.0,2500.0,9.0
7122,educational,n2,snowy,urban,voice,2400.0,2500.0,14.0
4750,scientific,n2,foggy,rural,emergency,2400.0,2500.0,10.0
7118,emergency,n2,sunny,semi-urban,data,2400.0,2500.0,10.0
6784,ordinary,n2,sunny,urban,voice,2400.0,2500.0,8.0
2850,scientific,n2,cloudy,urban,voice,2400.0,2500.0,10.0
6778,emergency,n2,foggy,rural,video,2400.0,2500.0,10.0
4112,scientific,n2,cloudy,semi-urban,video,2400.0,2500.0,7.0
2854,educational,n2,snowy,urban,video,2400.0,2500.0,12.0
3146,ordinary,n2,snowy,semi-urban,video,2400.0,2500.0,9.0
6845,ordinary,n2,foggy,rural,emergency,2400.0,2500.0,9.0
6016,educational,n2,cloudy,urban,data,2400.0,2500.0,10.0
4086,ordinary,n2,emergency,rural,video,2400.0,2500.0,9.0
5844,government,n2,foggy,rural,video,2400.0,2500.0,9.0
4774,government,n2,rainy,urban,video,2400.0,2500.0,12.0
5016,educational,n2,sunny,semi-urban,data,2400.0,2500.0,8.0
5027,government,n2,cloudy,rural,data,2400.0,2500.0,9.0
6846,educational,n2,snowy,semi-urban,video,2400.0,2500.0,11.0
5018,government,n2,sunny,urban,emergency,2400.0,2500.0,12.0
2864,emergency,n2,snowy,urban,data,2400.0,2500.0,15.0
6849,educational,n2,snowy,semi-urban,voice,2400.0,2500.0,13.0
4202,ordinary,n2,emergency,semi-urban,data,2400.0,2500.0,11.0
5211,educational,n2,cloudy,rural,data,2400.0,2500.0,8.0
5870,ordinary,n2,snowy,urban,video,2400.0,2500.0,10.0
5019,emergency,n2,emergency,rural,emergency,2400.0,2500.0,16.0
3115,emergency,n2,snowy,semi-urban,data,2400.0,2500.0,14.0
6013,scientific,n2,cloudy,semi-urban,emergency,2400.0,2500.0,10.0
4111,scientific,n2,sunny,urban,emergency,2400.0,2500.0,10.0
4201,emergency,n2,snowy,rural,data,2400.0,2500.0,13.0
4783,emergency,n2,snowy,rural,emergency,2400.0,2500.0,15.0
3113,government,n2,foggy,semi-urban,data,2400.0,2500.0,11.0
4087,emergency,n2,foggy,urban,emergency,2400.0,2500.0,15.0
5752,scientific,n2,sunny,semi-urban,emergency,2400.0,2500.0,9.0
5847,emergency,n2,foggy,semi-urban,emergency,2400.0,2500.0,14.0
5217,educational,n2,emergency,urban,data,2400.0,2500.0,14.0
3145,government,n2,sunny,rural,video,2400.0,2500.0,7.0
6815,government,n2,snowy,rural,video,2400.0,2500.0,11.0
6816,scientific,n2,cloudy,rural,emergency,2400.0,2500.0,9.0
2856,government,n2,cloudy,semi-urban,voice,2400.0,2500.0,11.0
3142,government,n2,sunny,semi-urban,video,2400.0,2500.0,8.0
9999,emergency,n2,snowy,urban,video,2400.0,2500.0,14.0
7115,scientific,n2,rainy,rural,emergency,2400.0,2500.0,11.0
5866,scientific,n2,cloudy,semi-urban,emergency,2400.0,2500.0,10.0
4989,ordinary,n2,sunny,semi-urban,voice,2400.0,2500.0,7.0
2859,scientific,n2,snowy,urban,video,2400.0,2500.0,11.0
3935,ordinary,n2,cloudy,urban,data,2400.0,2500.0,8.0
5224,emergency,n2,sunny,rural,voice,2400.0,2500.0,10.0
6818,ordinary,n2,snowy,semi-urban,emergency,2400.0,2500.0,12.0
6819,scientific,n2,foggy,rural,voice,2400.0,2500.0,9.0
5223,scientific,n2,sunny,semi-urban,video,2400.0,2500.0,6.0
5747,emergency,n2,rainy,urban,video,2400.0,2500.0,13.0
2860,scientific,n2,sunny,urban,voice,2400.0,2500.0,9.0
5849,emergency,n2,cloudy,rural,emergency,2400.0,2500.0,12.0
5218,emergency,n2,cloudy,rural,video,2400.0,2500.0,9.0
4981,scientific,n2,emergency,rural,video,2400.0,2500.0,10.0
4771,educational,n2,snowy,rural,voice,2400.0,2500.0,12.0
3128,ordinary,n2,foggy,semi-urban,video,2400.0,2500.0,7.0
4104,emergency,n2,emergency,urban,video,2400.0,2500.0,15.0
5756,educational,n2,cloudy,urban,voice,2400.0,2500.0,11.0
4824,emergency,n2,snowy,semi-urban,data,2400.0,2500.0,14.0
3072,emergency,n2,cloudy,rural,data,2400.0,2500.0,10.0
4937,government,n2,rainy,semi-urban,video,2400.0,2500.0,11.0
4157,emergency,n2,snowy,semi-urban,emergency,2400.0,2500.0,16.0
6982,emergency,n2,foggy,urban,voice,2400.0,2500.0,14.0
4030,scientific,n2,cloudy,urban,emergency,2400.0,2500.0,11.0
2983,educational,n2,sunny,urban,emergency,2400.0,2500.0,11.0
4892,emergency,n2,foggy,semi-urban,video,2400.0,2500.0,11.0
4893,scientific,n2,sunny,semi-urban,emergency,2400.0,2500.0,9.0
4894,educational,n2,emergency,rural,data,2400.0,2500.0,12.0
4156,emergency,n2,rainy,semi-urban,data,2400.0,2500.0,13.0
5902,educational,n2,sunny,urban,video,2400.0,2500.0,8.0
6989,government,n2,foggy,urban,video,2400.0,2500.0,11.0
4897,educational,n2,cloudy,rural,voice,2400.0,2500.0,9.0
6993,government,n2,foggy,urban,data,2400.0,2500.0,12.0
6995,educational,n2,cloudy,urban,video,2400.0,2500.0,9.0
4898,scientific,n2,rainy,semi-urban,voice,2400.0,2500.0,11.0
4154,government,n2,snowy,urban,emergency,2400.0,2500.0,16.0
6997,ordinary,n2,cloudy,urban,voice,2400.0,2500.0,9.0
6998,ordinary,n2,foggy,urban,voice,2400.0,2500.0,10.0
6999,scientific,n2,rainy,rural,emergency,2400.0,2500.0,11.0
4035,ordinary,n2,emergency,rural,video,2400.0,2500.0,9.0
2966,educational,n2,rainy,urban,emergency,2400.0,2500.0,14.0
5800,emergency,n2,foggy,semi-urban,voice,2400.0,2500.0,13.0
5820,ordinary,n2,emergency,urban,voice,2400.0,2500.0,13.0
4159,scientific,n2,rainy,urban,voice,2400.0,2500.0,12.0
5049,emergency,n2,cloudy,rural,video,2400.0,2500.0,9.0
5790,government,n2,foggy,semi-urban,data,2400.0,2500.0,11.0
5942,government,n2,rainy,semi-urban,data,2400.0,2500.0,12.0
5939,educational,n2,cloudy,semi-urban,voice,2400.0,2500.0,10.0
5111,government,n2,rainy,urban,data,2400.0,2500.0,13.0
2999,ordinary,n2,cloudy,urban,data,2400.0,2500.0,8.0
5824,emergency,n2,cloudy,semi-urban,emergency,2400.0,2500.0,13.0
2998,scientific,n2,snowy,rural,data,2400.0,2500.0,10.0
