cbsd_id,type,band,weather,density,traffic
1361,educational,n2,cloudy,urban,data
1362,scientific,n2,snowy,rural,data
1363,scientific,n3,cloudy,urban,data
1364,government,n3,rainy,urban,emergency
1365,ordinary,n2,emergency,semi-urban,voice
1366,emergency,n5,rainy,semi-urban,voice
1367,scientific,n1,rainy,semi-urban,emergency
1368,scientific,n3,emergency,semi-urban,video
1369,emergency,n1,foggy,urban,video
1370,ordinary,n5,emergency,rural,video
1371,scientific,n2,rainy,rural,voice
1372,educational,n3,sunny,rural,data
1373,emergency,n3,emergency,semi-urban,emergency
1374,ordinary,n5,foggy,rural,voice
1375,emergency,n4,cloudy,semi-urban,emergency
1376,emergency,n4,foggy,rural,voice
1377,ordinary,n4,snowy,urban,video
1378,government,n1,sunny,rural,voice
1379,scientific,n1,rainy,urban,emergency
1380,educational,n4,emergency,rural,video
1381,educational,n5,sunny,rural,emergency
1382,educational,n4,foggy,rural,voice
1383,scientific,n3,cloudy,rural,voice
1384,scientific,n2,sunny,semi-urban,voice
1385,educational,n5,sunny,rural,data
1386,scientific,n2,rainy,semi-urban,voice
1387,educational,n4,cloudy,urban,data
1388,ordinary,n4,cloudy,rural,voice
1389,educational,n5,sunny,rural,video
1390,educational,n2,snowy,urban,data
1391,emergency,n1,emergency,urban,video
1392,emergency,n2,cloudy,rural,voice
1393,ordinary,n5,foggy,semi-urban,video
1394,government,n3,foggy,semi-urban,voice
1395,educational,n3,foggy,rural,emergency
1396,emergency,n3,foggy,rural,voice
1397,government,n4,rainy,rural,emergency
1398,emergency,n4,cloudy,urban,emergency
1399,ordinary,n3,snowy,urban,data
1400,emergency,n2,snowy,urban,video
1401,government,n5,cloudy,rural,video
1402,government,n5,snowy,rural,emergency
1403,educational,n2,emergency,semi-urban,emergency
1404,scientific,n4,emergency,rural,voice
1405,scientific,n5,rainy,urban,emergency
1406,government,n1,cloudy,urban,data
1407,scientific,n1,cloudy,urban,video
1408,emergency,n1,cloudy,urban,data
1409,government,n2,foggy,rural,video
1410,emergency,n4,snowy,semi-urban,video
1411,emergency,n5,emergency,rural,data
1412,emergency,n3,snowy,semi-urban,data
1413,scientific,n2,foggy,semi-urban,emergency
1414,educational,n1,cloudy,rural,emergency
1415,government,n1,rainy,urban,data
1416,ordinary,n2,emergency,semi-urban,video
1417,educational,n2,sunny,urban,voice
1418,educational,n4,rainy,semi-urban,video
1419,emergency,n3,sunny,urban,voice
1420,government,n1,emergency,semi-urban,voice
1421,emergency,n2,rainy,semi-urban,video
1422,educational,n4,sunny,urban,data
1423,educational,n3,snowy,semi-urban,video
1424,educational,n1,foggy,urban,emergency
1425,ordinary,n1,sunny,semi-urban,voice
1426,educational,n5,cloudy,urban,video
1427,government,n1,cloudy,semi-urban,video
1428,government,n5,sunny,semi-urban,voice
1429,emergency,n1,rainy,semi-urban,data
1430,emergency,n1,snowy,urban,data
1431,educational,n2,emergency,semi-urban,video
1432,ordinary,n2,foggy,rural,data
1433,educational,n2,foggy,urban,emergency
1434,educational,n2,sunny,rural,voice
1435,government,n2,cloudy,urban,voice
1436,government,n5,emergency,urban,voice
1437,educational,n4,cloudy,urban,video
1438,educational,n5,foggy,semi-urban,data
1439,educational,n4,foggy,rural,video
1440,ordinary,n4,sunny,rural,video
1441,government,n5,rainy,urban,video
1442,government,n5,sunny,rural,voice
1443,government,n2,sunny,urban,data
1444,ordinary,n4,rainy,semi-urban,emergency
1445,scientific,n5,cloudy,rural,video
1446,educational,n2,snowy,rural,voice
1447,emergency,n4,snowy,rural,video
1448,emergency,n1,sunny,urban,data
1449,emergency,n1,sunny,rural,emergency
1450,educational,n1,cloudy,semi-urban,data
1451,scientific,n1,cloudy,rural,video
1452,educational,n2,sunny,semi-urban,data
1453,ordinary,n5,foggy,rural,emergency
1454,ordinary,n3,foggy,rural,data
1455,educational,n1,cloudy,urban,emergency
1456,educational,n5,cloudy,urban,emergency
1457,educational,n1,foggy,urban,data
1458,educational,n2,emergency,rural,voice
1459,scientific,n3,foggy,semi-urban,emergency
1460,ordinary,n5,emergency,semi-urban,emergency
1461,emergency,n1,snowy,urban,emergency
1462,scientific,n5,foggy,semi-urban,data
1463,educational,n4,sunny,urban,data
1464,educational,n2,cloudy,rural,data
1465,ordinary,n2,emergency,semi-urban,video
1466,educational,n4,cloudy,urban,data
1467,ordinary,n5,foggy,semi-urban,voice
1468,educational,n5,rainy,rural,video
1469,government,n3,foggy,rural,data
1470,ordinary,n3,cloudy,urban,video
1471,scientific,n4,foggy,rural,emergency
1472,emergency,n5,rainy,semi-urban,video
1473,educational,n4,rainy,urban,data
1474,emergency,n2,rainy,urban,data
1475,scientific,n3,rainy,urban,voice
1476,emergency,n1,sunny,rural,video
1477,scientific,n4,snowy,rural,video
1478,government,n4,cloudy,semi-urban,emergency
1479,educational,n3,cloudy,urban,video
1480,government,n5,cloudy,rural,voice
1481,educational,n2,cloudy,semi-urban,video
1482,scientific,n1,rainy,semi-urban,video
1483,ordinary,n3,foggy,semi-urban,emergency
1484,ordinary,n3,snowy,semi-urban,voice
1485,ordinary,n2,snowy,rural,emergency
1486,scientific,n4,foggy,semi-urban,emergency
1487,educational,n5,cloudy,rural,emergency
1488,emergency,n4,foggy,semi-urban,emergency
1489,emergency,n1,snowy,semi-urban,emergency
1490,government,n5,rainy,urban,voice
1491,scientific,n1,emergency,urban,video
1492,emergency,n4,snowy,rural,emergency
1493,scientific,n4,emergency,rural,video
1494,emergency,n3,cloudy,urban,data
1495,scientific,n3,sunny,rural,voice
1496,government,n1,sunny,semi-urban,emergency
1497,government,n4,cloudy,urban,emergency
1498,educational,n2,rainy,semi-urban,data
1499,government,n4,foggy,rural,data
1500,ordinary,n2,rainy,rural,voice
1501,scientific,n4,emergency,semi-urban,voice
1502,scientific,n4,cloudy,semi-urban,video
1503,scientific,n4,rainy,rural,video
1504,government,n1,emergency,semi-urban,video
1505,emergency,n3,snowy,urban,data
1506,government,n3,rainy,semi-urban,data
1507,government,n3,emergency,urban,data
1508,emergency,n4,sunny,urban,emergency
1509,ordinary,n5,rainy,urban,video
1510,ordinary,n3,foggy,rural,voice
1511,educational,n5,cloudy,urban,data
1512,scientific,n4,snowy,semi-urban,voice
1513,scientific,n5,snowy,rural,voice
1514,scientific,n4,emergency,semi-urban,video
1515,emergency,n4,rainy,semi-urban,data
1516,ordinary,n4,snowy,urban,video
1517,government,n3,emergency,semi-urban,voice
1518,government,n5,foggy,rural,video
1519,emergency,n1,snowy,semi-urban,video
1520,scientific,n3,emergency,urban,voice
1521,educational,n3,sunny,semi-urban,voice
1522,government,n2,foggy,semi-urban,emergency
1523,scientific,n2,rainy,rural,emergency
1524,educational,n2,emergency,rural,video
1525,ordinary,n5,emergency,urban,data
1526,ordinary,n3,emergency,rural,voice
1527,government,n4,emergency,rural,voice
1528,ordinary,n2,emergency,rural,data
1529,ordinary,n2,sunny,urban,data
1530,ordinary,n3,foggy,rural,video
1531,emergency,n4,cloudy,semi-urban,data
1532,emergency,n5,emergency,semi-urban,voice
1533,educational,n2,snowy,rural,emergency
1534,government,n1,sunny,urban,emergency
1535,scientific,n1,emergency,semi-urban,data
1536,government,n3,snowy,semi-urban,emergency
1537,scientific,n4,sunny,urban,video
1538,educational,n4,snowy,urban,data
1539,scientific,n1,rainy,semi-urban,video
1540,educational,n1,emergency,urban,emergency
1541,government,n5,emergency,urban,emergency
1542,educational,n4,cloudy,urban,video
1543,government,n4,snowy,semi-urban,video
1544,educational,n1,cloudy,semi-urban,data
1545,educational,n1,sunny,rural,voice
1546,scientific,n4,foggy,semi-urban,video
1547,government,n5,snowy,rural,video
1548,educational,n4,foggy,urban,emergency
1549,government,n3,sunny,rural,video
1550,ordinary,n2,snowy,rural,voice
1551,educational,n3,emergency,rural,emergency
1552,educational,n3,emergency,semi-urban,video
1553,scientific,n3,rainy,urban,video
1554,educational,n3,rainy,semi-urban,video
1555,emergency,n3,emergency,urban,voice
1556,ordinary,n4,snowy,urban,emergency
1557,emergency,n4,rainy,urban,voice
1558,emergency,n1,emergency,semi-urban,emergency
1559,educational,n4,sunny,urban,data
1560,government,n5,emergency,urban,video
1561,government,n4,sunny,semi-urban,voice
1562,scientific,n4,foggy,semi-urban,voice
1563,ordinary,n3,sunny,urban,data
1564,scientific,n4,snowy,rural,emergency
1565,educational,n2,sunny,urban,video
1566,scientific,n5,sunny,urban,emergency
1567,educational,n5,emergency,urban,emergency
1568,emergency,n4,sunny,semi-urban,video
1569,ordinary,n2,rainy,urban,video
1570,educational,n3,sunny,urban,emergency
1571,government,n5,cloudy,urban,video
1572,scientific,n1,cloudy,rural,emergency
1573,ordinary,n1,rainy,rural,emergency
1574,government,n1,sunny,rural,voice
1575,government,n4,foggy,semi-urban,data
1576,ordinary,n4,foggy,rural,video
1577,educational,n3,foggy,rural,data
1578,ordinary,n4,sunny,urban,data
1579,scientific,n3,rainy,rural,voice
1580,emergency,n1,rainy,rural,data
1581,scientific,n1,foggy,semi-urban,emergency
1582,scientific,n5,foggy,rural,data
1583,government,n3,emergency,semi-urban,emergency
1584,government,n2,emergency,urban,video
1585,ordinary,n2,cloudy,semi-urban,emergency
1586,scientific,n1,emergency,rural,video
1587,government,n1,rainy,semi-urban,emergency
1588,emergency,n5,cloudy,urban,video
1589,educational,n5,sunny,urban,voice
1590,government,n4,foggy,rural,emergency
1591,emergency,n5,snowy,semi-urban,voice
1592,government,n3,rainy,semi-urban,data
1593,educational,n4,rainy,rural,emergency
1594,scientific,n1,cloudy,rural,data
1595,educational,n2,sunny,semi-urban,voice
1596,ordinary,n5,emergency,urban,video
1597,educational,n4,sunny,semi-urban,data
1598,emergency,n1,rainy,semi-urban,voice
1599,emergency,n4,rainy,semi-urban,video
1600,educational,n3,cloudy,rural,emergency
1601,educational,n1,snowy,urban,data
1602,scientific,n2,snowy,urban,data
1603,ordinary,n5,foggy,rural,data
1604,educational,n2,emergency,semi-urban,emergency
1605,emergency,n1,rainy,urban,voice
1606,educational,n3,emergency,urban,voice
1607,educational,n5,sunny,rural,voice
1608,emergency,n1,cloudy,rural,voice
1609,government,n5,sunny,semi-urban,emergency
1610,educational,n4,sunny,semi-urban,data
1611,educational,n5,snowy,rural,voice
1612,government,n5,sunny,rural,data
1613,emergency,n1,cloudy,semi-urban,data
1614,educational,n5,foggy,semi-urban,data
1615,educational,n5,snowy,semi-urban,data
1616,government,n2,emergency,rural,emergency
1617,emergency,n5,sunny,semi-urban,video
1618,educational,n1,rainy,semi-urban,voice
1619,scientific,n5,foggy,semi-urban,emergency
1620,scientific,n5,emergency,urban,voice
1621,ordinary,n5,cloudy,semi-urban,video
1622,ordinary,n2,cloudy,semi-urban,data
1623,government,n5,cloudy,semi-urban,emergency
1624,emergency,n4,rainy,rural,video
1625,government,n3,foggy,semi-urban,emergency
1626,ordinary,n1,cloudy,urban,emergency
1627,scientific,n4,rainy,urban,voice
1628,government,n2,cloudy,semi-urban,video
1629,educational,n1,sunny,urban,voice
1630,emergency,n1,snowy,rural,voice
1631,government,n1,emergency,rural,video
1632,emergency,n1,sunny,semi-urban,voice
1633,ordinary,n2,cloudy,urban,voice
1634,emergency,n2,cloudy,semi-urban,voice
1635,ordinary,n3,emergency,urban,emergency
1636,government,n5,sunny,urban,video
1637,emergency,n5,rainy,semi-urban,video
1638,scientific,n3,cloudy,semi-urban,emergency
1639,educational,n5,foggy,semi-urban,voice
1640,scientific,n3,sunny,urban,emergency
1641,emergency,n4,cloudy,urban,video
1642,scientific,n1,foggy,urban,voice
1643,ordinary,n1,sunny,rural,data
1644,emergency,n4,sunny,semi-urban,video
1645,government,n2,rainy,rural,voice
1646,emergency,n4,foggy,rural,voice
1647,scientific,n1,cloudy,urban,emergency
1648,ordinary,n2,sunny,urban,voice
1649,scientific,n5,emergency,urban,emergency
1650,ordinary,n5,rainy,semi-urban,voice
1651,emergency,n4,snowy,rural,data
1652,emergency,n3,sunny,rural,voice
1653,scientific,n5,sunny,semi-urban,video
1654,emergency,n4,cloudy,rural,video
1655,emergency,n3,foggy,rural,emergency
1656,ordinary,n1,rainy,semi-urban,video
1657,emergency,n5,emergency,rural,voice
1658,scientific,n2,snowy,urban,data
1659,scientific,n1,rainy,rural,emergency
1660,educational,n2,sunny,rural,data
1661,ordinary,n3,snowy,urban,video
1662,government,n4,snowy,semi-urban,emergency
1663,educational,n4,snowy,semi-urban,voice
1664,scientific,n5,rainy,urban,video
1665,ordinary,n5,emergency,semi-urban,voice
1666,emergency,n4,sunny,rural,voice
1667,ordinary,n1,emergency,rural,voice
1668,government,n1,foggy,rural,emergency
1669,emergency,n5,emergency,rural,video
1670,scientific,n1,cloudy,rural,emergency
1671,educational,n2,emergency,semi-urban,emergency
1672,educational,n3,sunny,semi-urban,emergency
1673,scientific,n4,cloudy,rural,data
1674,educational,n4,foggy,semi-urban,video
1675,scientific,n4,snowy,rural,video
1676,government,n3,rainy,semi-urban,emergency
1677,scientific,n1,sunny,semi-urban,video
1678,emergency,n1,snowy,urban,data
1679,ordinary,n4,snowy,semi-urban,voice
1680,government,n2,emergency,semi-urban,voice
1681,educational,n1,snowy,urban,emergency
1682,educational,n4,snowy,urban,emergency
1683,educational,n1,cloudy,rural,video
1684,emergency,n2,sunny,rural,video
1685,emergency,n5,rainy,rural,emergency
1686,government,n5,sunny,rural,video
1687,emergency,n4,sunny,rural,voice
1688,educational,n4,foggy,semi-urban,emergency
1689,ordinary,n2,sunny,rural,emergency
1690,scientific,n1,cloudy,rural,emergency
1691,emergency,n5,cloudy,semi-urban,emergency
1692,emergency,n4,snowy,urban,emergency
1693,government,n3,rainy,urban,emergency
1694,educational,n4,sunny,rural,voice
1695,educational,n5,foggy,urban,video
1696,ordinary,n4,sunny,semi-urban,voice
1697,government,n5,sunny,rural,video
1698,educational,n2,emergency,semi-urban,data
1699,educational,n3,emergency,semi-urban,data
1700,educational,n4,snowy,semi-urban,video
1701,emergency,n3,snowy,urban,data
1702,scientific,n3,emergency,urban,emergency
1703,government,n2,snowy,urban,emergency
1704,emergency,n4,sunny,rural,data
1705,emergency,n5,cloudy,rural,emergency
1706,emergency,n1,rainy,rural,voice
1707,emergency,n1,cloudy,semi-urban,voice
1708,scientific,n3,cloudy,rural,video
1709,government,n4,cloudy,semi-urban,emergency
1710,scientific,n2,snowy,urban,data
1711,ordinary,n4,foggy,urban,emergency
1712,scientific,n4,sunny,urban,data
1713,government,n3,rainy,semi-urban,emergency
1714,emergency,n2,cloudy,rural,data
1715,scientific,n3,cloudy,rural,video
1716,ordinary,n4,emergency,rural,data
1717,emergency,n5,sunny,rural,emergency
1718,educational,n4,snowy,rural,voice
1719,ordinary,n1,rainy,urban,data
1720,educational,n2,foggy,urban,data
1721,ordinary,n4,sunny,rural,voice
1722,educational,n5,cloudy,semi-urban,voice
1723,government,n2,sunny,urban,video
1724,emergency,n1,emergency,urban,video
1725,government,n4,sunny,rural,emergency
1726,emergency,n5,foggy,semi-urban,emergency
1727,scientific,n5,rainy,rural,data
1728,emergency,n3,snowy,semi-urban,emergency
1729,government,n1,rainy,rural,data
1730,government,n2,snowy,urban,voice
1731,ordinary,n5,snowy,rural,emergency
1732,scientific,n1,sunny,urban,voice
1733,government,n5,rainy,urban,voice
1734,educational,n3,snowy,rural,data
1735,government,n4,emergency,rural,emergency
1736,government,n4,sunny,semi-urban,emergency
1737,educational,n1,foggy,rural,voice
1738,ordinary,n4,emergency,semi-urban,emergency
1739,scientific,n3,cloudy,semi-urban,data
1740,scientific,n1,rainy,rural,video
1741,emergency,n4,emergency,rural,voice
1742,educational,n4,emergency,urban,video
1743,government,n2,foggy,urban,emergency
1744,emergency,n4,sunny,rural,video
1745,government,n2,foggy,rural,emergency
1746,scientific,n2,sunny,rural,data
1747,ordinary,n2,rainy,semi-urban,emergency
1748,ordinary,n4,emergency,urban,voice
1749,scientific,n4,cloudy,urban,emergency
1750,emergency,n3,foggy,semi-urban,voice
1751,government,n4,emergency,urban,video
1752,government,n2,cloudy,urban,voice
1753,government,n3,cloudy,rural,emergency
1754,emergency,n3,cloudy,semi-urban,video
1755,scientific,n1,rainy,rural,emergency
1756,scientific,n4,sunny,urban,video
1757,educational,n4,foggy,urban,data
1758,government,n2,cloudy,rural,video
1759,educational,n3,emergency,rural,data
1760,emergency,n3,snowy,semi-urban,voice
1761,government,n5,foggy,rural,voice
1762,ordinary,n4,cloudy,rural,video
1763,scientific,n2,rainy,semi-urban,voice
1764,educational,n4,emergency,rural,data
1765,educational,n5,foggy,rural,voice
1766,emergency,n2,emergency,semi-urban,video
1767,ordinary,n2,sunny,urban,voice
1768,scientific,n5,sunny,rural,emergency
1769,ordinary,n5,snowy,semi-urban,emergency
1770,scientific,n4,cloudy,urban,video
1771,emergency,n1,sunny,semi-urban,voice
1772,emergency,n5,emergency,rural,data
1773,emergency,n5,emergency,semi-urban,voice
1774,government,n3,cloudy,urban,emergency
1775,government,n4,rainy,urban,voice
1776,educational,n1,cloudy,rural,data
1777,emergency,n4,snowy,urban,emergency
1778,government,n5,rainy,semi-urban,voice
1779,scientific,n4,snowy,semi-urban,voice
1780,government,n3,sunny,urban,video
1781,ordinary,n1,rainy,rural,video
1782,government,n5,foggy,urban,emergency
1783,ordinary,n3,rainy,rural,data
1784,emergency,n2,rainy,urban,emergency
1785,government,n1,rainy,urban,voice
1786,ordinary,n1,foggy,urban,video
1787,scientific,n5,foggy,urban,voice
1788,government,n5,emergency,urban,data
1789,scientific,n1,rainy,urban,video
1790,ordinary,n4,emergency,urban,data
1791,ordinary,n2,cloudy,urban,data
1792,emergency,n5,rainy,semi-urban,voice
1793,government,n4,sunny,urban,data
1794,scientific,n3,rainy,semi-urban,emergency
1795,ordinary,n1,foggy,semi-urban,voice
1796,emergency,n4,foggy,urban,video
1797,scientific,n5,emergency,rural,emergency
1798,ordinary,n1,snowy,semi-urban,data
1799,scientific,n2,foggy,rural,emergency
1800,scientific,n3,cloudy,semi-urban,emergency
1801,ordinary,n4,snowy,rural,video
1802,scientific,n2,sunny,urban,emergency
1803,government,n4,cloudy,semi-urban,voice
1804,scientific,n1,sunny,semi-urban,video
1805,emergency,n4,foggy,rural,video
1806,emergency,n3,cloudy,semi-urban,voice
1807,government,n1,snowy,urban,video
1808,scientific,n2,rainy,rural,data
1809,emergency,n4,snowy,semi-urban,emergency
1810,emergency,n2,cloudy,rural,data
1811,ordinary,n3,cloudy,rural,video
1812,scientific,n4,cloudy,rural,video
1813,educational,n5,cloudy,semi-urban,data
1814,scientific,n5,cloudy,semi-urban,video
1815,educational,n1,cloudy,rural,video
1816,ordinary,n4,rainy,urban,video
1817,scientific,n3,rainy,semi-urban,voice
1818,scientific,n4,snowy,urban,video
1819,government,n1,foggy,urban,voice
1820,emergency,n5,foggy,urban,video
1821,government,n1,emergency,urban,emergency
1822,scientific,n5,sunny,urban,data
1823,ordinary,n2,rainy,rural,emergency
1824,scientific,n2,emergency,semi-urban,voice
1825,ordinary,n2,emergency,urban,data
1826,ordinary,n1,sunny,semi-urban,emergency
1827,government,n2,sunny,urban,video
1828,educational,n1,rainy,semi-urban,data
1829,scientific,n1,foggy,urban,video
1830,government,n5,emergency,rural,data
1831,educational,n1,emergency,semi-urban,voice
1832,emergency,n2,foggy,semi-urban,voice
1833,educational,n3,rainy,rural,voice
1834,emergency,n2,sunny,semi-urban,emergency
1835,scientific,n4,rainy,rural,voice
1836,scientific,n3,emergency,semi-urban,emergency
1837,government,n1,rainy,urban,voice
1838,scientific,n5,foggy,rural,video
1839,ordinary,n5,sunny,urban,video
1840,government,n5,emergency,rural,voice
1841,government,n5,snowy,urban,data
1842,government,n2,foggy,semi-urban,voice
1843,government,n3,snowy,semi-urban,emergency
1844,ordinary,n2,snowy,rural,emergency
1845,emergency,n3,rainy,semi-urban,video
1846,government,n4,foggy,semi-urban,video
1847,scientific,n4,foggy,semi-urban,video
1848,government,n4,emergency,semi-urban,video
1849,government,n3,snowy,semi-urban,data
1850,government,n3,sunny,semi-urban,data
1851,emergency,n3,emergency,semi-urban,emergency
1852,government,n5,snowy,semi-urban,emergency
1853,scientific,n5,snowy,semi-urban,data
1854,scientific,n4,emergency,urban,video
1855,government,n3,snowy,rural,voice
1856,scientific,n1,rainy,semi-urban,emergency
1857,government,n1,cloudy,semi-urban,emergency
1858,government,n4,snowy,rural,voice
1859,government,n2,cloudy,urban,emergency
1860,government,n1,rainy,urban,emergency
1861,government,n1,snowy,semi-urban,video
1862,educational,n5,snowy,rural,video
1863,government,n2,emergency,urban,data
1864,emergency,n5,snowy,semi-urban,emergency
1865,educational,n2,foggy,rural,emergency
1866,government,n1,rainy,urban,emergency
1867,government,n2,sunny,urban,voice
1868,ordinary,n3,rainy,rural,emergency
1869,scientific,n5,sunny,urban,data
1870,ordinary,n3,emergency,urban,video
1871,scientific,n2,rainy,urban,voice
1872,ordinary,n3,emergency,rural,video
1873,scientific,n4,sunny,urban,voice
1874,emergency,n4,rainy,rural,voice
1875,scientific,n5,foggy,urban,data
1876,scientific,n3,rainy,urban,video
1877,scientific,n2,rainy,urban,video
1878,scientific,n1,cloudy,urban,data
1879,government,n4,foggy,urban,data
1880,government,n4,cloudy,semi-urban,voice
1881,government,n3,foggy,urban,voice
1882,emergency,n4,rainy,urban,emergency
1883,emergency,n1,rainy,urban,voice
1884,scientific,n2,emergency,rural,video
1885,government,n1,snowy,rural,data
1886,educational,n2,snowy,urban,data
1887,scientific,n3,snowy,rural,data
1888,government,n5,foggy,rural,emergency
1889,emergency,n4,sunny,rural,voice
1890,government,n1,cloudy,urban,voice
1891,government,n4,rainy,rural,voice
1892,emergency,n3,rainy,urban,voice
1893,scientific,n2,emergency,rural,data
1894,ordinary,n1,snowy,semi-urban,video
1895,scientific,n3,emergency,rural,data
1896,educational,n4,cloudy,urban,voice
1897,scientific,n1,foggy,rural,video
1898,educational,n5,sunny,semi-urban,emergency
1899,emergency,n4,snowy,semi-urban,voice
1900,scientific,n3,emergency,urban,data
1901,emergency,n1,snowy,semi-urban,data
1902,educational,n3,foggy,semi-urban,video
1903,educational,n2,emergency,rural,emergency
1904,educational,n2,sunny,semi-urban,data
1905,ordinary,n5,rainy,rural,data
1906,scientific,n3,emergency,rural,video
1907,emergency,n1,foggy,semi-urban,voice
1908,emergency,n4,foggy,rural,video
1909,educational,n4,cloudy,rural,video
1910,educational,n5,cloudy,rural,video
1911,educational,n4,rainy,rural,voice
1912,emergency,n2,snowy,urban,emergency
1913,government,n4,rainy,rural,data
1914,emergency,n2,sunny,urban,video
1915,ordinary,n3,sunny,semi-urban,voice
1916,scientific,n1,rainy,urban,data
1917,ordinary,n4,snowy,rural,emergency
1918,educational,n2,cloudy,semi-urban,video
1919,educational,n5,foggy,rural,data
1920,emergency,n4,sunny,urban,video
1921,ordinary,n1,snowy,semi-urban,voice
1922,emergency,n4,foggy,semi-urban,video
1923,scientific,n3,rainy,urban,emergency
1924,ordinary,n2,rainy,urban,video
1925,government,n2,emergency,rural,video
1926,government,n3,cloudy,urban,data
1927,government,n2,cloudy,semi-urban,data
1928,educational,n4,cloudy,urban,emergency
1929,emergency,n5,cloudy,rural,video
1930,emergency,n1,foggy,semi-urban,data
1931,scientific,n5,cloudy,urban,video
1932,ordinary,n4,rainy,rural,emergency
1933,government,n2,snowy,urban,voice
1934,educational,n1,sunny,rural,emergency
1935,scientific,n1,cloudy,semi-urban,voice
1936,emergency,n1,rainy,rural,data
1937,emergency,n5,cloudy,semi-urban,data
1938,government,n5,cloudy,rural,voice
1939,government,n1,foggy,semi-urban,voice
1940,government,n3,snowy,rural,data
1941,ordinary,n4,emergency,semi-urban,voice
1942,ordinary,n1,sunny,urban,video
1943,emergency,n5,snowy,urban,voice
1944,educational,n5,rainy,urban,emergency
1945,educational,n5,rainy,urban,data
1946,scientific,n3,sunny,urban,data
1947,scientific,n5,emergency,urban,emergency
1948,government,n3,cloudy,urban,voice
1949,government,n2,foggy,rural,video
1950,ordinary,n2,rainy,urban,data
1951,government,n1,rainy,semi-urban,video
1952,educational,n3,emergency,semi-urban,emergency
1953,educational,n5,snowy,semi-urban,data
1954,ordinary,n5,foggy,rural,video
1955,government,n3,rainy,rural,data
1956,scientific,n4,foggy,rural,video
1957,emergency,n1,snowy,urban,voice
1958,scientific,n1,snowy,semi-urban,emergency
1959,emergency,n1,sunny,semi-urban,data
1960,ordinary,n5,sunny,semi-urban,video
1961,emergency,n5,snowy,urban,emergency
1962,ordinary,n1,sunny,urban,data
1963,educational,n2,rainy,rural,emergency
1964,government,n5,cloudy,rural,data
1965,scientific,n4,foggy,semi-urban,data
1966,scientific,n1,cloudy,urban,video
1967,emergency,n1,snowy,rural,emergency
1968,educational,n5,cloudy,urban,video
1969,government,n1,emergency,semi-urban,data
1970,government,n3,foggy,urban,data
1971,government,n2,emergency,semi-urban,video
1972,emergency,n2,sunny,rural,data
1973,government,n3,sunny,rural,data
1974,government,n2,emergency,semi-urban,video
1975,government,n4,emergency,urban,emergency
1976,educational,n5,rainy,semi-urban,video
1977,emergency,n1,foggy,urban,video
1978,ordinary,n4,emergency,rural,video
1979,scientific,n2,snowy,rural,voice
1980,scientific,n4,foggy,semi-urban,data
1981,educational,n1,sunny,urban,emergency
1982,ordinary,n5,cloudy,rural,voice
1983,government,n5,foggy,semi-urban,video
1984,emergency,n1,foggy,semi-urban,voice
1985,ordinary,n2,rainy,urban,voice
1986,ordinary,n1,rainy,urban,data
1987,scientific,n3,foggy,semi-urban,video
1988,educational,n3,rainy,semi-urban,data
1989,government,n3,emergency,urban,emergency
1990,government,n4,sunny,urban,data
1991,ordinary,n1,sunny,rural,voice
1992,government,n2,emergency,urban,emergency
1993,emergency,n4,rainy,semi-urban,voice
1994,emergency,n5,rainy,urban,emergency
1995,ordinary,n5,sunny,rural,voice
1996,ordinary,n3,cloudy,semi-urban,video
1997,government,n1,cloudy,semi-urban,emergency
1998,ordinary,n2,snowy,urban,emergency
1999,government,n4,cloudy,rural,data
2000,emergency,n5,emergency,urban,data
2001,educational,n1,emergency,semi-urban,data
2002,scientific,n2,snowy,semi-urban,data
2003,emergency,n3,emergency,semi-urban,data
2004,ordinary,n3,sunny,semi-urban,video
2005,educational,n5,cloudy,semi-urban,emergency
2006,emergency,n5,snowy,rural,data
2007,emergency,n5,sunny,rural,voice
2008,scientific,n3,emergency,semi-urban,video
2009,emergency,n3,sunny,urban,voice
2010,government,n5,cloudy,rural,video
2011,educational,n1,emergency,rural,video
2012,scientific,n5,snowy,semi-urban,voice
2013,government,n2,foggy,urban,data
2014,educational,n4,foggy,semi-urban,data
2015,ordinary,n4,snowy,urban,video
2016,government,n4,snowy,semi-urban,emergency
2017,government,n5,snowy,semi-urban,data
2018,government,n3,rainy,semi-urban,video
2019,government,n1,snowy,rural,data
2020,educational,n3,emergency,rural,emergency
2021,government,n4,rainy,rural,data
2022,educational,n5,emergency,rural,voice
2023,ordinary,n2,emergency,rural,data
2024,ordinary,n4,sunny,urban,video
2025,emergency,n3,foggy,semi-urban,video
2026,ordinary,n4,cloudy,semi-urban,voice
2027,government,n1,emergency,semi-urban,emergency
2028,ordinary,n3,snowy,urban,video
2029,educational,n4,sunny,urban,emergency
2030,scientific,n2,snowy,rural,data
2031,ordinary,n5,rainy,semi-urban,emergency
2032,educational,n4,emergency,urban,emergency
2033,ordinary,n5,sunny,semi-urban,video
2034,emergency,n4,foggy,urban,emergency
2035,government,n1,snowy,semi-urban,voice
2036,ordinary,n5,rainy,semi-urban,video
2037,educational,n2,emergency,urban,video
2038,emergency,n4,foggy,semi-urban,video
2039,educational,n4,rainy,rural,voice
2040,emergency,n4,snowy,semi-urban,data
2041,government,n2,rainy,rural,voice
2042,government,n1,foggy,semi-urban,data
2043,emergency,n5,sunny,urban,emergency
2044,emergency,n1,foggy,urban,emergency
